customer_id,recency,frequency,monetary,R_Score,F_Score,M_Score,RFM_Segment_Code,RFM_Score,Segment,Cluster
9294,67,7,8420.300000000001,3,5,4,354,12,Loyal Customers,0
9295,24,5,7832.84,4,3,3,433,10,Loyal Customers,1
9296,300,4,7674.72,1,2,3,123,6,Lost Customers,4
9297,132,7,2832.69,2,5,1,251,8,Lost Customers,0
9298,42,8,24254.85,3,5,5,355,13,Loyal Customers,3
9299,9,4,9956.140000000001,5,2,4,524,11,Potential Loyalists,1
9300,71,8,9695.279999999999,3,5,4,354,12,Loyal Customers,0
9301,28,5,8886.16,4,3,4,434,11,Loyal Customers,0
9302,1,5,7315.0,5,3,3,533,11,Loyal Customers,3
9303,1,3,2287.41,5,2,1,521,8,New Customers,1
9304,278,4,10643.5,1,2,4,124,7,Lost Customers,0
9305,14,5,3462.1,5,3,2,532,10,Potential Loyalists,1
9306,19,5,8606.18,4,3,4,434,11,Loyal Customers,3
9307,4,2,2270.98,5,1,1,511,7,New Customers,1
9308,11,8,7596.75,5,5,3,553,13,Loyal Customers,3
9309,38,7,5359.79,4,5,2,452,11,Lost Customers,0
9310,29,2,14429.45,4,1,5,415,10,Potential Loyalists,1
9311,78,3,3561.1400000000003,3,2,2,322,7,Potential Loyalists,4
9312,13,5,4664.69,5,3,2,532,10,Potential Loyalists,1
9313,58,6,7729.12,3,4,3,343,10,Loyal Customers,0
9314,237,2,589.38,1,1,1,111,3,Lost Customers,2
9315,190,6,6282.06,1,4,3,143,8,At Risk,0
9316,32,7,12604.67,4,5,5,455,14,Champions,3
9317,390,2,636.19,1,1,1,111,3,Lost Customers,2
9318,9,3,2658.66,5,2,1,521,8,New Customers,1
9319,18,4,3627.6400000000003,4,2,2,422,8,Potential Loyalists,1
9320,60,4,5185.160000000001,3,2,2,322,7,Potential Loyalists,4
9321,315,3,13144.140000000001,1,2,5,125,8,Lost Customers,4
9322,18,5,8148.21,4,3,3,433,10,Loyal Customers,3
9323,10,4,6800.01,5,2,3,523,10,Potential Loyalists,1
9324,141,5,15393.3,2,3,5,235,10,Need Attention,0
9325,44,4,3463.8100000000004,3,2,2,322,7,Potential Loyalists,1
9326,309,5,2832.9300000000003,1,3,1,131,5,Lost Customers,4
9327,444,3,3207.15,1,2,1,121,4,Lost Customers,4
9328,27,5,7009.9,4,3,3,433,10,Loyal Customers,1
9329,166,2,2162.4,2,1,1,211,4,Lost Customers,2
9330,35,6,7501.5,4,4,3,443,11,Loyal Customers,0
9331,54,1,2897.31,3,1,1,311,5,Promising,2
9332,58,8,9483.31,3,5,4,354,12,Loyal Customers,0
9333,10,5,5626.280000000001,5,3,3,533,11,Loyal Customers,1
9334,156,4,2457.83,2,2,1,221,5,Lost Customers,4
9335,126,5,4407.73,2,3,2,232,7,Need Attention,4
9336,13,7,5874.42,5,5,3,553,13,Loyal Customers,3
9337,15,2,5294.91,5,1,2,512,8,Potential Loyalists,1
9338,106,2,487.57,2,1,1,211,4,Lost Customers,2
9339,30,2,3624.38,4,1,2,412,7,Potential Loyalists,1
9340,1,4,4154.780000000001,5,2,2,522,9,Potential Loyalists,1
9341,375,4,12766.029999999999,1,2,5,125,8,Lost Customers,0
9342,384,4,4894.909999999999,1,2,2,122,5,Lost Customers,4
9343,28,10,14720.62,4,5,5,455,14,Champions,3
9344,35,4,6752.94,4,2,3,423,9,Potential Loyalists,1
9345,226,6,7051.57,1,4,3,143,8,At Risk,0
9346,103,3,7029.93,2,2,3,223,7,Need Attention,4
9347,7,4,8222.7,5,2,3,523,10,Potential Loyalists,1
9348,149,4,5029.860000000001,2,2,2,222,6,Need Attention,4
9349,41,4,4332.4400000000005,4,2,2,422,8,Potential Loyalists,1
9350,1,4,10266.69,5,2,4,524,11,Potential Loyalists,1
9351,28,4,8820.62,4,2,4,424,10,Potential Loyalists,1
9352,6,5,7289.710000000001,5,3,3,533,11,Loyal Customers,3
9353,47,2,5798.719999999999,3,1,3,313,7,Potential Loyalists,4
9354,4,6,5036.91,5,4,2,542,11,Lost Customers,3
9355,6,7,13436.4,5,5,5,555,15,Champions,3
9356,20,6,10705.210000000001,4,4,4,444,12,Champions,3
9357,8,4,7183.950000000001,5,2,3,523,10,Potential Loyalists,1
9358,10,6,3415.41,5,4,2,542,11,Lost Customers,1
9359,1,7,8210.53,5,5,3,553,13,Loyal Customers,3
9360,8,5,14830.439999999999,5,3,5,535,13,Loyal Customers,3
9361,12,7,8248.94,5,5,3,553,13,Loyal Customers,3
9362,48,10,11775.15,3,5,4,354,12,Loyal Customers,0
9363,89,5,7722.07,2,3,3,233,8,Need Attention,0
9364,17,5,7904.27,4,3,3,433,10,Loyal Customers,3
9365,52,5,20564.33,3,3,5,335,11,Loyal Customers,0
9366,33,5,2716.51,4,3,1,431,8,Promising,1
9367,40,6,8633.86,4,4,4,444,12,Champions,0
9368,17,6,6289.92,4,4,3,443,11,Loyal Customers,3
9369,24,7,5003.61,4,5,2,452,11,Lost Customers,3
9370,46,2,7998.91,3,1,3,313,7,Potential Loyalists,4
9371,208,7,15164.39,1,5,5,155,11,At Risk,0
9372,116,7,18966.21,2,5,5,255,12,Need Attention,0
9373,16,1,665.2600000000001,4,1,1,411,6,New Customers,2
9374,11,4,22719.3,5,2,5,525,12,Potential Loyalists,3
9375,147,4,5326.9800000000005,2,2,2,222,6,Need Attention,4
9376,291,2,757.8299999999999,1,1,1,111,3,Lost Customers,2
9377,45,4,13336.260000000002,3,2,5,325,10,Potential Loyalists,0
9378,668,3,4606.54,1,2,2,122,5,Lost Customers,4
9379,4,8,12300.03,5,5,5,555,15,Champions,3
9380,57,6,5919.860000000001,3,4,3,343,10,Loyal Customers,0
9381,477,3,4804.53,1,2,2,122,5,Lost Customers,4
9382,6,6,4725.95,5,4,2,542,11,Lost Customers,1
9383,175,7,16621.97,2,5,5,255,12,Need Attention,0
9384,5,7,18758.239999999998,5,5,5,555,15,Champions,3
9385,342,3,2440.87,1,2,1,121,4,Lost Customers,4
9386,30,6,21236.33,4,4,5,445,13,Champions,3
9387,30,6,12880.67,4,4,5,445,13,Champions,3
9388,72,7,7415.12,3,5,3,353,11,Loyal Customers,0
9389,20,7,15118.36,4,5,5,455,14,Champions,3
9390,82,2,4969.42,3,1,2,312,6,Potential Loyalists,4
9391,73,4,9983.85,3,2,4,324,9,Potential Loyalists,0
9392,82,3,1864.69,3,2,1,321,6,Promising,4
9393,48,7,13136.24,3,5,5,355,13,Loyal Customers,0
9394,7,6,12810.44,5,4,5,545,14,Champions,3
9395,9,5,3786.48,5,3,2,532,10,Potential Loyalists,1
9396,27,5,9466.13,4,3,4,434,11,Loyal Customers,0
9397,15,7,22530.46,5,5,5,555,15,Champions,3
9398,4,9,17466.96,5,5,5,555,15,Champions,3
9399,4,5,5883.7300000000005,5,3,3,533,11,Loyal Customers,1
9400,85,4,13046.44,3,2,5,325,10,Potential Loyalists,0
9401,155,1,2924.79,2,1,1,211,4,Lost Customers,2
9402,23,10,10897.41,4,5,4,454,13,Champions,3
9403,222,6,16317.8,1,4,5,145,10,At Risk,0
9404,59,6,15262.09,3,4,5,345,12,Loyal Customers,0
9405,43,5,3722.1,3,3,2,332,8,Potential Loyalists,1
9406,180,5,5653.68,2,3,3,233,8,Need Attention,0
9407,15,3,4467.82,5,2,2,522,9,Potential Loyalists,1
9408,25,2,3066.75,4,1,1,411,6,New Customers,1
9409,45,4,2554.41,3,2,1,321,6,Promising,1
9410,29,8,21572.46,4,5,5,455,14,Champions,3
9411,34,1,262.87,4,1,1,411,6,New Customers,2
9412,27,2,1072.71,4,1,1,411,6,New Customers,2
9413,17,6,3847.8,4,4,2,442,10,Lost Customers,1
9414,63,5,7338.09,3,3,3,333,9,Loyal Customers,0
9415,80,5,5382.35,3,3,2,332,8,Potential Loyalists,0
9416,42,7,11820.2,3,5,4,354,12,Loyal Customers,0
9417,7,8,9085.03,5,5,4,554,14,Champions,3
9418,10,7,17096.64,5,5,5,555,15,Champions,3
9419,18,4,3592.4399999999996,4,2,2,422,8,Potential Loyalists,1
9420,31,4,10663.51,4,2,4,424,10,Potential Loyalists,0
9421,94,7,4041.4300000000003,2,5,2,252,9,Need Attention,0
9422,20,4,7732.29,4,2,3,423,9,Potential Loyalists,1
9423,106,3,2044.72,2,2,1,221,5,Lost Customers,4
9424,23,9,19622.4,4,5,5,455,14,Champions,3
9425,50,4,4368.35,3,2,2,322,7,Potential Loyalists,4
9426,4,4,4344.84,5,2,2,522,9,Potential Loyalists,1
9427,63,5,7763.41,3,3,3,333,9,Loyal Customers,0
9428,13,7,12455.140000000001,5,5,5,555,15,Champions,3
9429,57,6,6172.07,3,4,3,343,10,Loyal Customers,0
9430,28,4,2440.37,4,2,1,421,7,New Customers,1
9431,214,5,12240.9,1,3,5,135,9,At Risk,0
9432,2,6,6837.2,5,4,3,543,12,Loyal Customers,3
9433,57,5,7065.68,3,3,3,333,9,Loyal Customers,0
9434,20,7,18907.65,4,5,5,455,14,Champions,3
9435,106,3,18531.510000000002,2,2,5,225,9,Need Attention,0
9436,70,8,15901.960000000001,3,5,5,355,13,Loyal Customers,0
9437,34,6,4342.95,4,4,2,442,10,Lost Customers,0
9438,27,4,2810.8199999999997,4,2,1,421,7,New Customers,1
9439,2,6,11210.810000000001,5,4,4,544,13,Champions,3
9440,191,1,298.21000000000004,1,1,1,111,3,Lost Customers,2
9441,110,1,915.24,2,1,1,211,4,Lost Customers,2
9442,32,2,5562.71,4,1,2,412,7,Potential Loyalists,1
9443,27,5,11636.7,4,3,4,434,11,Loyal Customers,3
9444,243,6,20070.96,1,4,5,145,10,At Risk,0
9445,3,6,5800.0,5,4,3,543,12,Loyal Customers,3
9446,40,3,9553.21,4,2,4,424,10,Potential Loyalists,1
9447,4,3,3571.2,5,2,2,522,9,Potential Loyalists,1
9448,72,6,8180.69,3,4,3,343,10,Loyal Customers,0
9449,69,6,8706.38,3,4,4,344,11,Loyal Customers,0
9450,45,7,10859.25,3,5,4,354,12,Loyal Customers,0
9451,21,6,8788.49,4,4,4,444,12,Champions,3
9452,1,4,24378.8,5,2,5,525,12,Potential Loyalists,3
9453,248,1,2034.66,1,1,1,111,3,Lost Customers,2
9454,3,4,11736.849999999999,5,2,4,524,11,Potential Loyalists,3
9455,21,7,13668.660000000002,4,5,5,455,14,Champions,3
9456,107,6,5118.93,2,4,2,242,8,Need Attention,0
9457,161,4,6413.31,2,2,3,223,7,Need Attention,4
9458,296,4,9700.09,1,2,4,124,7,Lost Customers,4
9459,225,2,10801.820000000002,1,1,4,114,6,Lost Customers,4
9460,71,4,10359.83,3,2,4,324,9,Potential Loyalists,0
9461,53,5,4229.69,3,3,2,332,8,Potential Loyalists,0
9462,32,5,13971.66,4,3,5,435,12,Loyal Customers,0
9463,16,5,5424.629999999999,4,3,2,432,9,Potential Loyalists,1
9464,100,4,4958.38,2,2,2,222,6,Need Attention,4
9465,83,4,5096.92,3,2,2,322,7,Potential Loyalists,4
9466,87,3,2169.92,3,2,1,321,6,Promising,4
9467,161,5,11413.9,2,3,4,234,9,Need Attention,0
9468,86,6,4907.78,3,4,2,342,9,Lost Customers,0
9469,71,5,8191.48,3,3,3,333,9,Loyal Customers,0
9470,8,6,12759.82,5,4,5,545,14,Champions,3
9471,485,3,3569.34,1,2,2,122,5,Lost Customers,4
9472,71,2,2833.75,3,1,1,311,5,Promising,4
9473,2,2,768.8399999999999,5,1,1,511,7,New Customers,1
9474,18,6,11813.58,4,4,4,444,12,Champions,3
9475,17,4,11024.04,4,2,4,424,10,Potential Loyalists,1
9476,126,4,10115.25,2,2,4,224,8,Need Attention,0
9477,413,2,1517.58,1,1,1,111,3,Lost Customers,2
9478,61,4,5745.59,3,2,3,323,8,Potential Loyalists,4
9479,47,4,4218.8,3,2,2,322,7,Potential Loyalists,1
9480,73,4,3819.7200000000003,3,2,2,322,7,Potential Loyalists,4
9481,25,9,19823.86,4,5,5,455,14,Champions,3
9482,48,6,10278.2,3,4,4,344,11,Loyal Customers,0
9483,108,5,10867.46,2,3,4,234,9,Need Attention,0
9484,223,4,5156.1900000000005,1,2,2,122,5,Lost Customers,4
9485,208,3,3323.7000000000007,1,2,2,122,5,Lost Customers,4
9486,146,6,6589.92,2,4,3,243,9,Need Attention,0
9487,46,3,8452.37,3,2,4,324,9,Potential Loyalists,4
9488,10,3,7814.5,5,2,3,523,10,Potential Loyalists,1
9489,73,3,13864.4,3,2,5,325,10,Potential Loyalists,4
9490,116,4,9349.4,2,2,4,224,8,Need Attention,0
9491,4,5,6437.48,5,3,3,533,11,Loyal Customers,1
9492,39,5,8828.39,4,3,4,434,11,Loyal Customers,0
9493,4,7,7299.3,5,5,3,553,13,Loyal Customers,3
9494,259,3,2531.93,1,2,1,121,4,Lost Customers,4
9495,14,2,3577.63,5,1,2,512,8,Potential Loyalists,1
9496,65,7,8202.97,3,5,3,353,11,Loyal Customers,0
9497,236,2,6263.97,1,1,3,113,5,Lost Customers,4
9498,10,7,7060.47,5,5,3,553,13,Loyal Customers,3
9499,240,8,26412.28,1,5,5,155,11,At Risk,0
9500,108,4,12706.5,2,2,5,225,9,Need Attention,0
9501,6,4,7015.24,5,2,3,523,10,Potential Loyalists,1
9502,11,5,7056.74,5,3,3,533,11,Loyal Customers,1
9503,42,5,7768.039999999999,3,3,3,333,9,Loyal Customers,0
9504,57,5,15730.59,3,3,5,335,11,Loyal Customers,0
9505,25,6,9196.960000000001,4,4,4,444,12,Champions,3
9506,38,6,17540.65,4,4,5,445,13,Champions,0
9507,111,7,10145.39,2,5,4,254,11,Need Attention,0
9508,253,5,1748.0,1,3,1,131,5,Lost Customers,4
9509,9,7,8386.37,5,5,4,554,14,Champions,3
9510,41,5,9390.14,4,3,4,434,11,Loyal Customers,0
9511,16,6,10583.49,4,4,4,444,12,Champions,3
9512,18,2,421.96000000000004,4,1,1,411,6,New Customers,2
9513,222,6,4618.36,1,4,2,142,7,Lost Customers,0
9514,127,5,15645.6,2,3,5,235,10,Need Attention,0
9515,256,2,2093.33,1,1,1,111,3,Lost Customers,2
9516,144,4,9107.81,2,2,4,224,8,Need Attention,0
9517,153,3,10402.67,2,2,4,224,8,Need Attention,4
9518,8,7,14856.27,5,5,5,555,15,Champions,3
9519,34,4,5258.860000000001,4,2,2,422,8,Potential Loyalists,1
9520,6,3,1320.49,5,2,1,521,8,New Customers,1
9521,90,5,3181.36,2,3,1,231,6,Lost Customers,4
9522,117,3,2106.7200000000003,2,2,1,221,5,Lost Customers,4
9523,3,6,9570.77,5,4,4,544,13,Champions,3
9524,135,7,11115.44,2,5,4,254,11,Need Attention,0
9525,27,5,8929.880000000001,4,3,4,434,11,Loyal Customers,0
9526,511,2,2671.1499999999996,1,1,1,111,3,Lost Customers,4
9527,49,7,10065.36,3,5,4,354,12,Loyal Customers,0
9528,31,1,611.84,4,1,1,411,6,New Customers,2
9529,81,7,12132.87,3,5,4,354,12,Loyal Customers,0
9530,6,7,13427.33,5,5,5,555,15,Champions,3
9531,226,3,1943.8,1,2,1,121,4,Lost Customers,4
9532,182,2,2089.9700000000003,2,1,1,211,4,Lost Customers,2
9533,94,5,6499.740000000001,2,3,3,233,8,Need Attention,0
9534,13,5,10520.369999999999,5,3,4,534,12,Loyal Customers,3
9535,5,4,4179.43,5,2,2,522,9,Potential Loyalists,1
9536,146,1,2739.7200000000003,2,1,1,211,4,Lost Customers,2
9537,34,5,12611.59,4,3,5,435,12,Loyal Customers,0
9539,3,5,7112.26,5,3,3,533,11,Loyal Customers,3
9540,3,13,8423.23,5,5,4,554,14,Champions,3
9541,20,5,9165.9,4,3,4,434,11,Loyal Customers,3
9542,3,5,7706.79,5,3,3,533,11,Loyal Customers,3
9543,46,5,8739.86,3,3,4,334,10,Loyal Customers,0
9544,126,2,232.95999999999998,2,1,1,211,4,Lost Customers,2
9545,18,6,9171.26,4,4,4,444,12,Champions,3
9546,310,2,4082.16,1,1,2,112,4,Lost Customers,4
9547,179,5,8926.32,2,3,4,234,9,Need Attention,0
9548,37,4,1923.79,4,2,1,421,7,New Customers,1
9549,93,3,5392.170000000001,2,2,2,222,6,Need Attention,4
9550,178,4,4922.33,2,2,2,222,6,Need Attention,4
9551,2,3,5223.87,5,2,2,522,9,Potential Loyalists,1
9552,266,4,10960.89,1,2,4,124,7,Lost Customers,0
9553,22,7,5575.87,4,5,2,452,11,Lost Customers,3
9554,169,5,11214.89,2,3,4,234,9,Need Attention,0
9555,48,4,13099.26,3,2,5,325,10,Potential Loyalists,0
9556,166,2,4969.3,2,1,2,212,5,Lost Customers,4
9557,21,6,6974.66,4,4,3,443,11,Loyal Customers,3
9558,153,6,11569.949999999999,2,4,4,244,10,Need Attention,0
9559,2,5,8997.22,5,3,4,534,12,Loyal Customers,3
9560,299,3,4972.23,1,2,2,122,5,Lost Customers,4
9561,4,8,16802.69,5,5,5,555,15,Champions,3
9562,62,2,12712.38,3,1,5,315,9,Potential Loyalists,4
9563,130,7,13964.67,2,5,5,255,12,Need Attention,0
9564,73,1,278.38,3,1,1,311,5,Promising,2
9565,525,3,5547.66,1,2,2,122,5,Lost Customers,4
9566,34,5,14691.619999999999,4,3,5,435,12,Loyal Customers,0
9567,6,3,2072.8,5,2,1,521,8,New Customers,1
9568,89,7,13106.83,2,5,5,255,12,Need Attention,0
9569,440,4,5929.24,1,2,3,123,6,Lost Customers,4
9570,54,6,3218.52,3,4,1,341,8,Lost Customers,0
9571,224,3,7397.769999999999,1,2,3,123,6,Lost Customers,4
9572,78,4,4856.25,3,2,2,322,7,Potential Loyalists,4
9573,5,3,6990.290000000001,5,2,3,523,10,Potential Loyalists,1
9574,26,6,10705.81,4,4,4,444,12,Champions,3
9575,186,2,9052.619999999999,1,1,4,114,6,Lost Customers,4
9576,54,6,7602.250000000001,3,4,3,343,10,Loyal Customers,0
9577,110,3,4894.98,2,2,2,222,6,Need Attention,4
9578,47,8,23804.09,3,5,5,355,13,Loyal Customers,0
9579,13,4,3643.52,5,2,2,522,9,Potential Loyalists,1
9580,34,8,16767.08,4,5,5,455,14,Champions,3
9581,168,4,5159.13,2,2,2,222,6,Need Attention,4
9582,81,6,13271.220000000001,3,4,5,345,12,Loyal Customers,0
9583,13,1,501.34,5,1,1,511,7,New Customers,2
9584,99,3,7466.42,2,2,3,223,7,Need Attention,4
9585,49,2,2092.21,3,1,1,311,5,Promising,2
9586,61,6,18787.9,3,4,5,345,12,Loyal Customers,0
9587,30,5,5905.79,4,3,3,433,10,Loyal Customers,1
9588,46,3,2002.6599999999999,3,2,1,321,6,Promising,4
9589,184,4,8266.869999999999,2,2,3,223,7,Need Attention,4
9590,91,2,832.5999999999999,2,1,1,211,4,Lost Customers,2
9591,3,3,14838.41,5,2,5,525,12,Potential Loyalists,1
9592,42,5,10743.32,3,3,4,334,10,Loyal Customers,0
9593,12,3,7204.280000000001,5,2,3,523,10,Potential Loyalists,1
9594,100,5,5888.150000000001,2,3,3,233,8,Need Attention,0
9595,526,2,8978.949999999999,1,1,4,114,6,Lost Customers,4
9596,70,5,6473.349999999999,3,3,3,333,9,Loyal Customers,0
9597,75,7,15488.49,3,5,5,355,13,Loyal Customers,0
9598,1,10,8605.66,5,5,4,554,14,Champions,3
9599,27,4,4581.11,4,2,2,422,8,Potential Loyalists,1
9600,648,4,2640.75,1,2,1,121,4,Lost Customers,4
9601,60,8,9376.29,3,5,4,354,12,Loyal Customers,0
9602,20,1,821.09,4,1,1,411,6,New Customers,2
9603,13,5,3551.8,5,3,2,532,10,Potential Loyalists,1
9604,2,5,2606.0,5,3,1,531,9,Promising,1
9605,9,7,11950.51,5,5,4,554,14,Champions,3
9606,189,5,11698.83,1,3,4,134,8,At Risk,0
9607,59,6,7250.21,3,4,3,343,10,Loyal Customers,0
9608,2,2,2028.06,5,1,1,511,7,New Customers,1
9609,248,3,1783.1999999999998,1,2,1,121,4,Lost Customers,4
9610,49,4,3580.3500000000004,3,2,2,322,7,Potential Loyalists,4
9611,14,10,20694.38,5,5,5,555,15,Champions,3
9612,120,5,1315.91,2,3,1,231,6,Lost Customers,4
9613,217,7,5453.349999999999,1,5,2,152,8,Lost Customers,0
9614,165,5,13697.630000000001,2,3,5,235,10,Need Attention,0
9615,188,7,9041.140000000001,1,5,4,154,10,At Risk,0
9616,31,5,10806.93,4,3,4,434,11,Loyal Customers,0
9617,210,5,6725.86,1,3,3,133,7,At Risk,0
9618,18,6,11323.88,4,4,4,444,12,Champions,3
9619,143,4,7808.300000000001,2,2,3,223,7,Need Attention,4
9620,12,4,7416.320000000001,5,2,3,523,10,Potential Loyalists,1
9621,10,5,6067.27,5,3,3,533,11,Loyal Customers,1
9622,294,4,9012.130000000001,1,2,4,124,7,Lost Customers,4
9623,191,2,1989.67,1,1,1,111,3,Lost Customers,2
9624,211,6,22921.930000000004,1,4,5,145,10,At Risk,0
9625,168,2,7812.07,2,1,3,213,6,Lost Customers,4
9626,97,6,17502.26,2,4,5,245,11,Need Attention,0
9627,15,4,7237.42,5,2,3,523,10,Potential Loyalists,1
9628,32,9,29711.92,4,5,5,455,14,Champions,3
9629,147,7,9719.2,2,5,4,254,11,Need Attention,0
9630,11,7,7406.630000000001,5,5,3,553,13,Loyal Customers,3
9631,31,5,5016.389999999999,4,3,2,432,9,Potential Loyalists,1
9632,566,1,195.49,1,1,1,111,3,Lost Customers,2
9633,228,3,7274.700000000001,1,2,3,123,6,Lost Customers,4
9634,51,7,5252.3099999999995,3,5,2,352,10,Lost Customers,0
9635,2,2,539.88,5,1,1,511,7,New Customers,2
9636,1,2,1880.42,5,1,1,511,7,New Customers,1
9637,294,2,1529.7100000000003,1,1,1,111,3,Lost Customers,2
9638,40,5,3006.02,4,3,1,431,8,Promising,1
9639,167,4,12065.289999999999,2,2,4,224,8,Need Attention,0
9640,99,8,6869.07,2,5,3,253,10,Need Attention,0
9641,29,8,13556.93,4,5,5,455,14,Champions,3
9643,13,7,3872.48,5,5,2,552,12,Lost Customers,3
9644,8,11,10955.310000000001,5,5,4,554,14,Champions,3
9645,226,2,760.51,1,1,1,111,3,Lost Customers,2
9646,17,7,12246.5,4,5,5,455,14,Champions,3
9647,40,5,8770.57,4,3,4,434,11,Loyal Customers,0
9648,385,3,1392.2199999999998,1,2,1,121,4,Lost Customers,2
9649,43,8,16553.339999999997,3,5,5,355,13,Loyal Customers,0
9650,164,5,4197.18,2,3,2,232,7,Need Attention,4
9651,268,1,3055.14,1,1,1,111,3,Lost Customers,2
9652,29,7,14918.71,4,5,5,455,14,Champions,3
9653,324,3,3513.3999999999996,1,2,2,122,5,Lost Customers,4
9654,73,11,18559.01,3,5,5,355,13,Loyal Customers,0
9655,8,7,22719.329999999998,5,5,5,555,15,Champions,3
9656,213,7,19867.870000000003,1,5,5,155,11,At Risk,0
9657,39,6,10579.380000000001,4,4,4,444,12,Champions,0
9658,353,3,11890.83,1,2,4,124,7,Lost Customers,4
9659,1,5,5279.43,5,3,2,532,10,Potential Loyalists,1
9660,9,2,1745.75,5,1,1,511,7,New Customers,1
9661,146,4,5596.77,2,2,2,222,6,Need Attention,4
9662,158,4,11900.11,2,2,4,224,8,Need Attention,0
9663,41,2,2509.25,4,1,1,411,6,New Customers,4
9664,26,7,11525.76,4,5,4,454,13,Champions,3
9665,1,4,8362.21,5,2,4,524,11,Potential Loyalists,1
9666,164,2,2914.6000000000004,2,1,1,211,4,Lost Customers,4
9667,98,5,11024.45,2,3,4,234,9,Need Attention,0
9668,227,3,1116.2399999999998,1,2,1,121,4,Lost Customers,2
9669,141,5,6138.1,2,3,3,233,8,Need Attention,0
9670,159,4,12968.95,2,2,5,225,9,Need Attention,0
9671,160,3,2040.52,2,2,1,221,5,Lost Customers,4
9672,6,5,6121.56,5,3,3,533,11,Loyal Customers,1
9673,171,6,11067.73,2,4,4,244,10,Need Attention,0
9674,175,3,11008.56,2,2,4,224,8,Need Attention,4
9675,201,7,5044.82,1,5,2,152,8,Lost Customers,0
9676,3,5,10757.03,5,3,4,534,12,Loyal Customers,3
9677,43,4,11441.859999999999,3,2,4,324,9,Potential Loyalists,0
9678,4,5,12114.59,5,3,4,534,12,Loyal Customers,3
9679,188,5,9164.73,1,3,4,134,8,At Risk,0
9680,26,3,807.24,4,2,1,421,7,New Customers,2
9681,89,5,6234.64,2,3,3,233,8,Need Attention,0
9682,42,2,1088.71,3,1,1,311,5,Promising,2
9683,43,8,27744.97,3,5,5,355,13,Loyal Customers,3
9684,123,3,2512.6299999999997,2,2,1,221,5,Lost Customers,4
9685,27,5,7468.72,4,3,3,433,10,Loyal Customers,1
9686,63,3,8990.24,3,2,4,324,9,Potential Loyalists,4
9687,43,3,1440.76,3,2,1,321,6,Promising,2
9688,72,8,17133.62,3,5,5,355,13,Loyal Customers,0
9689,1,6,7858.9400000000005,5,4,3,543,12,Loyal Customers,3
9690,165,5,10934.3,2,3,4,234,9,Need Attention,0
9691,39,4,12192.740000000002,4,2,5,425,11,Potential Loyalists,0
9692,112,6,6945.13,2,4,3,243,9,Need Attention,0
9693,532,3,5642.24,1,2,3,123,6,Lost Customers,4
9694,411,4,11525.47,1,2,4,124,7,Lost Customers,0
9695,15,13,28815.11,5,5,5,555,15,Champions,3
9696,169,1,3346.88,2,1,2,212,5,Lost Customers,2
9697,174,3,9074.01,2,2,4,224,8,Need Attention,4
9698,200,3,3196.33,1,2,1,121,4,Lost Customers,4
9699,146,3,3117.56,2,2,1,221,5,Lost Customers,4
9700,8,5,5907.69,5,3,3,533,11,Loyal Customers,1
9701,354,4,8668.65,1,2,4,124,7,Lost Customers,4
9702,232,2,3432.8,1,1,2,112,4,Lost Customers,4
9703,609,3,4996.85,1,2,2,122,5,Lost Customers,4
9704,28,4,9718.33,4,2,4,424,10,Potential Loyalists,1
9705,18,8,7247.91,4,5,3,453,12,Loyal Customers,3
9706,23,5,15184.97,4,3,5,435,12,Loyal Customers,3
9707,132,8,21901.489999999998,2,5,5,255,12,Need Attention,0
9708,77,6,19550.6,3,4,5,345,12,Loyal Customers,0
9709,64,3,3564.6500000000005,3,2,2,322,7,Potential Loyalists,4
9710,399,3,7193.95,1,2,3,123,6,Lost Customers,4
9711,16,5,4008.61,4,3,2,432,9,Potential Loyalists,1
9712,20,5,9594.06,4,3,4,434,11,Loyal Customers,3
9713,222,3,7620.58,1,2,3,123,6,Lost Customers,4
9714,34,8,7297.030000000001,4,5,3,453,12,Loyal Customers,3
9715,1,2,4300.96,5,1,2,512,8,Potential Loyalists,1
9716,129,7,9482.29,2,5,4,254,11,Need Attention,0
9717,95,6,14771.129999999997,2,4,5,245,11,Need Attention,0
9718,29,6,3201.37,4,4,1,441,9,Lost Customers,1
9719,9,5,2933.82,5,3,1,531,9,Promising,1
9720,23,4,4393.17,4,2,2,422,8,Potential Loyalists,1
9721,24,11,11609.02,4,5,4,454,13,Champions,3
9722,175,2,296.61,2,1,1,211,4,Lost Customers,2
9723,193,3,8125.679999999999,1,2,3,123,6,Lost Customers,4
9724,186,5,18908.13,1,3,5,135,9,At Risk,0
9725,115,3,7873.07,2,2,3,223,7,Need Attention,4
9726,3,5,6082.04,5,3,3,533,11,Loyal Customers,1
9727,96,3,2954.64,2,2,1,221,5,Lost Customers,4
9728,148,5,16175.68,2,3,5,235,10,Need Attention,0
9729,73,4,13803.48,3,2,5,325,10,Potential Loyalists,0
9730,106,11,14098.949999999999,2,5,5,255,12,Need Attention,0
9731,19,7,9973.56,4,5,4,454,13,Champions,3
9732,60,6,11148.8,3,4,4,344,11,Loyal Customers,0
9733,490,6,10295.86,1,4,4,144,9,At Risk,0
9734,223,1,1745.12,1,1,1,111,3,Lost Customers,2
9735,98,8,9146.74,2,5,4,254,11,Need Attention,0
9736,20,7,12863.380000000001,4,5,5,455,14,Champions,3
