order_id,customer_id,order_date,product_id,product_name,category,quantity,unit_price,total_amount,shipping_state,order_status,acquisition_channel
549772,14320,2011-03-07 00:00:00,21212,PACK OF 72 RETROSPOT CAKE CASES,Kitchenware,1,0.55,0.55,Germany,Completed,Direct Mail & Wholesale
549773,16799,2010-09-29 00:00:00,22423,REGENCY CAKESTAND 3 TIER,Kitchenware,1,12.75,12.75,United Kingdom,Completed,Direct Mail & Wholesale
549774,15269,2011-07-27 00:00:00,POST,POSTAGE,Postage & Packaging,2,18.0,36.0,United Kingdom,Completed,Direct Mail & Wholesale
549775,17237,2010-11-26 00:00:00,22720,SET OF 3 CAKE TINS PANTRY DESIGN,Kitchenware,2,4.95,9.9,France,Completed,Direct Mail & Wholesale
549776,14945,2011-10-18 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,2,2.95,5.9,United Kingdom,Completed,Direct Mail & Wholesale
C549777,13620,2011-05-19 00:00:00,85123A,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,-2,2.55,-5.1,United Kingdom,Cancelled,Direct Mail & Wholesale
549778,17708,2010-04-19 00:00:00,47566,PARTY BUNTING,Party Supplies,1,4.95,4.95,United Kingdom,Completed,Direct Mail & Wholesale
549779,13578,2010-04-12 00:00:00,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,4,1.69,6.76,United Kingdom,Completed,Direct Mail & Wholesale
549780,12518,2010-11-09 00:00:00,POST,POSTAGE,Postage & Packaging,1,18.0,18.0,United Kingdom,Completed,Direct Mail & Wholesale
549781,14886,2010-10-07 00:00:00,21212,PACK OF 72 RETROSPOT CAKE CASES,Kitchenware,2,0.55,1.1,United Kingdom,Completed,Direct Mail & Wholesale
549782,13462,2010-05-04 00:00:00,85099B,JUMBO BAG RED RETROSPOT,Storage & Bags,1,1.95,1.95,United Kingdom,Completed,Direct Mail & Wholesale
549783,15550,2010-01-08 00:00:00,22423,REGENCY CAKESTAND 3 TIER,Kitchenware,1,12.75,12.75,United Kingdom,Completed,Direct Mail & Wholesale
549784,15973,2010-07-31 00:00:00,POST,POSTAGE,Postage & Packaging,2,18.0,36.0,Germany,Completed,Direct Mail & Wholesale
549785,17664,2011-11-26 00:00:00,85099B,JUMBO BAG RED RETROSPOT,Storage & Bags,6,1.95,11.7,United Kingdom,Completed,Direct Mail & Wholesale
549786,15295,2009-12-16 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,1,1.65,1.65,Germany,Completed,Direct Mail & Wholesale
549787,17417,2010-02-04 00:00:00,22423,REGENCY CAKESTAND 3 TIER,Kitchenware,2,12.75,25.5,United Kingdom,Completed,Direct Mail & Wholesale
549788,14286,2011-10-01 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,1,1.65,1.65,United Kingdom,Completed,Direct Mail & Wholesale
549789,12842,2010-10-31 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,2,1.65,3.3,United Kingdom,Completed,Direct Mail & Wholesale
549790,12908,2010-09-08 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,1,1.65,1.65,Spain,Completed,Direct Mail & Wholesale
549791,15610,2011-03-30 00:00:00,22423,REGENCY CAKESTAND 3 TIER,Kitchenware,1,12.75,12.75,United Kingdom,Completed,Direct Mail & Wholesale
549792,16206,2010-06-25 00:00:00,22720,SET OF 3 CAKE TINS PANTRY DESIGN,Kitchenware,4,4.95,19.8,United Kingdom,Completed,Direct Mail & Wholesale
549793,13763,2011-08-04 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,12,1.65,19.8,United Kingdom,Completed,Direct Mail & Wholesale
549794,17866,2011-05-31 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,1,2.95,2.95,United Kingdom,Completed,Direct Mail & Wholesale
549795,14915,2011-02-27 00:00:00,47566,PARTY BUNTING,Party Supplies,2,4.95,9.9,United Kingdom,Completed,Direct Mail & Wholesale
549796,12578,2011-04-07 00:00:00,21212,PACK OF 72 RETROSPOT CAKE CASES,Kitchenware,6,0.55,3.3,Germany,Completed,Direct Mail & Wholesale
549797,15823,2011-05-27 00:00:00,POST,POSTAGE,Postage & Packaging,1,18.0,18.0,United Kingdom,Completed,Direct Mail & Wholesale
549798,14555,2010-03-03 00:00:00,22423,REGENCY CAKESTAND 3 TIER,Kitchenware,12,12.75,153.0,United Kingdom,Completed,Direct Mail & Wholesale
549799,16226,2010-10-25 00:00:00,47566,PARTY BUNTING,Party Supplies,2,4.95,9.9,United Kingdom,Completed,Direct Mail & Wholesale
549800,17421,2011-02-28 00:00:00,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,2,1.69,3.38,United Kingdom,Completed,Direct Mail & Wholesale
549801,14678,2011-03-27 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,1,1.65,1.65,United Kingdom,Completed,Direct Mail & Wholesale
549802,18017,2011-07-01 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,2,2.95,5.9,Netherlands,Completed,Direct Mail & Wholesale
549803,14168,2010-04-16 00:00:00,POST,POSTAGE,Postage & Packaging,6,18.0,108.0,United Kingdom,Completed,Direct Mail & Wholesale
549804,15261,2010-03-23 00:00:00,22720,SET OF 3 CAKE TINS PANTRY DESIGN,Kitchenware,6,4.95,29.7,France,Completed,Direct Mail & Wholesale
549805,15520,2010-02-12 00:00:00,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,1,1.69,1.69,United Kingdom,Completed,Direct Mail & Wholesale
549806,15141,2011-02-12 00:00:00,22720,SET OF 3 CAKE TINS PANTRY DESIGN,Kitchenware,2,4.95,9.9,France,Completed,Direct Mail & Wholesale
549807,16658,2011-04-12 00:00:00,85123A,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,6,2.55,15.3,United Kingdom,Completed,Direct Mail & Wholesale
549808,14206,2010-12-28 00:00:00,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,2,1.69,3.38,United Kingdom,Completed,Direct Mail & Wholesale
549809,16231,2010-07-25 00:00:00,47566,PARTY BUNTING,Party Supplies,2,4.95,9.9,United Kingdom,Completed,Direct Mail & Wholesale
549810,14189,2010-04-11 00:00:00,47566,PARTY BUNTING,Party Supplies,12,4.95,59.4,France,Completed,Direct Mail & Wholesale
549811,14024,2011-02-16 00:00:00,21212,PACK OF 72 RETROSPOT CAKE CASES,Kitchenware,1,0.55,0.55,United Kingdom,Completed,Direct Mail & Wholesale
549812,16998,2010-12-08 00:00:00,85123A,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,4,2.55,10.2,United Kingdom,Completed,Direct Mail & Wholesale
549813,14235,2011-08-04 00:00:00,22423,REGENCY CAKESTAND 3 TIER,Kitchenware,2,12.75,25.5,United Kingdom,Completed,Direct Mail & Wholesale
549814,13729,2010-09-27 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,2,2.95,5.9,United Kingdom,Completed,Direct Mail & Wholesale
549815,12386,2011-03-02 00:00:00,47566,PARTY BUNTING,Party Supplies,1,4.95,4.95,United Kingdom,Completed,Direct Mail & Wholesale
549816,12867,2010-11-20 00:00:00,47566,PARTY BUNTING,Party Supplies,1,4.95,4.95,United Kingdom,Completed,Direct Mail & Wholesale
549817,13556,2011-11-14 00:00:00,22720,SET OF 3 CAKE TINS PANTRY DESIGN,Kitchenware,1,4.95,4.95,United Kingdom,Completed,Direct Mail & Wholesale
549818,16135,2011-08-15 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,2,2.95,5.9,Germany,Completed,Direct Mail & Wholesale
549819,15291,2011-11-29 00:00:00,22720,SET OF 3 CAKE TINS PANTRY DESIGN,Kitchenware,4,4.95,19.8,United Kingdom,Completed,Direct Mail & Wholesale
549820,16203,2010-05-18 00:00:00,85099B,JUMBO BAG RED RETROSPOT,Storage & Bags,1,1.95,1.95,United Kingdom,Completed,Direct Mail & Wholesale
549821,12706,2010-01-15 00:00:00,47566,PARTY BUNTING,Party Supplies,2,4.95,9.9,United Kingdom,Completed,Direct Mail & Wholesale
549822,15722,2011-06-11 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,2,2.95,5.9,United Kingdom,Completed,Direct Mail & Wholesale
549823,14392,2010-10-28 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,1,1.65,1.65,United Kingdom,Completed,Direct Mail & Wholesale
549824,14488,2010-12-14 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,4,2.95,11.8,United Kingdom,Completed,Direct Mail & Wholesale
549825,14592,2010-03-26 00:00:00,22423,REGENCY CAKESTAND 3 TIER,Kitchenware,1,12.75,12.75,United Kingdom,Completed,Direct Mail & Wholesale
549826,15665,2010-11-08 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,2,2.95,5.9,United Kingdom,Completed,Direct Mail & Wholesale
549827,12865,2011-07-01 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,12,1.65,19.8,United Kingdom,Completed,Direct Mail & Wholesale
549828,13193,2011-10-03 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,12,1.65,19.8,United Kingdom,Completed,Direct Mail & Wholesale
549829,13641,2010-11-26 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,2,2.95,5.9,United Kingdom,Completed,Direct Mail & Wholesale
549830,16458,2011-04-18 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,12,2.95,35.4,United Kingdom,Completed,Direct Mail & Wholesale
549831,13082,2010-06-07 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,1,1.65,1.65,Germany,Completed,Direct Mail & Wholesale
549832,13574,2010-06-13 00:00:00,21212,PACK OF 72 RETROSPOT CAKE CASES,Kitchenware,6,0.55,3.3,Germany,Completed,Direct Mail & Wholesale
549833,16018,2011-05-22 00:00:00,85099B,JUMBO BAG RED RETROSPOT,Storage & Bags,1,1.95,1.95,United Kingdom,Completed,Direct Mail & Wholesale
549834,13948,2011-07-28 00:00:00,47566,PARTY BUNTING,Party Supplies,2,4.95,9.9,United Kingdom,Completed,Direct Mail & Wholesale
549835,12603,2011-01-20 00:00:00,22423,REGENCY CAKESTAND 3 TIER,Kitchenware,6,12.75,76.5,United Kingdom,Completed,Direct Mail & Wholesale
549836,15466,2011-01-28 00:00:00,21212,PACK OF 72 RETROSPOT CAKE CASES,Kitchenware,2,0.55,1.1,United Kingdom,Completed,Direct Mail & Wholesale
549837,15982,2011-05-02 00:00:00,21212,PACK OF 72 RETROSPOT CAKE CASES,Kitchenware,2,0.55,1.1,United Kingdom,Completed,Direct Mail & Wholesale
549838,12608,2011-01-27 00:00:00,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,4,1.69,6.76,United Kingdom,Completed,Direct Mail & Wholesale
549839,15167,2010-08-15 00:00:00,47566,PARTY BUNTING,Party Supplies,6,4.95,29.7,United Kingdom,Completed,Direct Mail & Wholesale
549840,15785,2010-07-21 00:00:00,21212,PACK OF 72 RETROSPOT CAKE CASES,Kitchenware,1,0.55,0.55,United Kingdom,Completed,Direct Mail & Wholesale
549841,15604,2011-04-09 00:00:00,22720,SET OF 3 CAKE TINS PANTRY DESIGN,Kitchenware,1,4.95,4.95,United Kingdom,Completed,Direct Mail & Wholesale
549842,12854,2010-03-01 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,6,1.65,9.9,United Kingdom,Completed,Direct Mail & Wholesale
549843,18062,2011-03-31 00:00:00,22423,REGENCY CAKESTAND 3 TIER,Kitchenware,1,12.75,12.75,EIRE,Completed,Direct Mail & Wholesale
549844,16456,2011-10-17 00:00:00,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,1,1.69,1.69,United Kingdom,Completed,Direct Mail & Wholesale
549845,18089,2011-03-07 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,1,1.65,1.65,United Kingdom,Completed,Direct Mail & Wholesale
549846,18234,2011-07-03 00:00:00,22720,SET OF 3 CAKE TINS PANTRY DESIGN,Kitchenware,1,4.95,4.95,United Kingdom,Completed,Direct Mail & Wholesale
549847,14076,2011-01-09 00:00:00,22720,SET OF 3 CAKE TINS PANTRY DESIGN,Kitchenware,1,4.95,4.95,United Kingdom,Completed,Direct Mail & Wholesale
549848,13716,2010-09-23 00:00:00,85099B,JUMBO BAG RED RETROSPOT,Storage & Bags,1,1.95,1.95,United Kingdom,Completed,Direct Mail & Wholesale
549849,17901,2011-04-28 00:00:00,22423,REGENCY CAKESTAND 3 TIER,Kitchenware,2,12.75,25.5,United Kingdom,Completed,Direct Mail & Wholesale
549850,15348,2011-04-03 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,4,2.95,11.8,United Kingdom,Completed,Direct Mail & Wholesale
549851,16774,2009-12-17 00:00:00,85123A,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,12,2.55,30.6,United Kingdom,Completed,Direct Mail & Wholesale
549852,18003,2011-07-27 00:00:00,21212,PACK OF 72 RETROSPOT CAKE CASES,Kitchenware,6,0.55,3.3,United Kingdom,Completed,Direct Mail & Wholesale
549853,15965,2009-12-04 00:00:00,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,4,1.69,6.76,United Kingdom,Completed,Direct Mail & Wholesale
549854,14033,2011-10-03 00:00:00,POST,POSTAGE,Postage & Packaging,2,18.0,36.0,United Kingdom,Completed,Direct Mail & Wholesale
549855,13404,2010-05-01 00:00:00,POST,POSTAGE,Postage & Packaging,1,18.0,18.0,United Kingdom,Completed,Direct Mail & Wholesale
549856,16952,2010-06-18 00:00:00,22720,SET OF 3 CAKE TINS PANTRY DESIGN,Kitchenware,1,4.95,4.95,United Kingdom,Completed,Direct Mail & Wholesale
549857,16656,2011-08-06 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,2,1.65,3.3,United Kingdom,Completed,Direct Mail & Wholesale
549858,15338,2011-02-21 00:00:00,47566,PARTY BUNTING,Party Supplies,12,4.95,59.4,United Kingdom,Completed,Direct Mail & Wholesale
549859,14150,2011-04-14 00:00:00,85099B,JUMBO BAG RED RETROSPOT,Storage & Bags,6,1.95,11.7,United Kingdom,Completed,Direct Mail & Wholesale
C549860,16887,2010-01-03 00:00:00,85099B,JUMBO BAG RED RETROSPOT,Storage & Bags,-4,1.95,-7.8,Germany,Cancelled,Direct Mail & Wholesale
549861,12706,2010-07-21 00:00:00,85123A,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,6,2.55,15.3,United Kingdom,Completed,Direct Mail & Wholesale
549862,18287,2011-11-10 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,12,1.65,19.8,United Kingdom,Completed,Direct Mail & Wholesale
549863,15512,2010-04-16 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,1,2.95,2.95,United Kingdom,Completed,Direct Mail & Wholesale
549864,14128,2010-05-02 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,1,1.65,1.65,Germany,Completed,Direct Mail & Wholesale
549865,14368,2011-10-10 00:00:00,22720,SET OF 3 CAKE TINS PANTRY DESIGN,Kitchenware,4,4.95,19.8,United Kingdom,Completed,Direct Mail & Wholesale
549866,15304,2009-12-09 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,2,1.65,3.3,EIRE,Completed,Direct Mail & Wholesale
549867,17083,2011-10-22 00:00:00,85099B,JUMBO BAG RED RETROSPOT,Storage & Bags,6,1.95,11.7,United Kingdom,Completed,Direct Mail & Wholesale
549868,18214,2010-02-20 00:00:00,POST,POSTAGE,Postage & Packaging,2,18.0,36.0,EIRE,Completed,Direct Mail & Wholesale
549869,13051,2011-08-24 00:00:00,21212,PACK OF 72 RETROSPOT CAKE CASES,Kitchenware,2,0.55,1.1,United Kingdom,Completed,Direct Mail & Wholesale
549870,16225,2011-02-20 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,1,2.95,2.95,United Kingdom,Completed,Direct Mail & Wholesale
549871,14008,2011-10-26 00:00:00,85123A,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,2,2.55,5.1,United Kingdom,Completed,Direct Mail & Wholesale
549872,14680,2010-12-19 00:00:00,22720,SET OF 3 CAKE TINS PANTRY DESIGN,Kitchenware,6,4.95,29.7,United Kingdom,Completed,Direct Mail & Wholesale
549873,18254,2010-01-16 00:00:00,22423,REGENCY CAKESTAND 3 TIER,Kitchenware,1,12.75,12.75,United Kingdom,Completed,Direct Mail & Wholesale
549874,17497,2011-09-23 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,1,1.65,1.65,United Kingdom,Completed,Direct Mail & Wholesale
549875,15446,2011-03-21 00:00:00,21212,PACK OF 72 RETROSPOT CAKE CASES,Kitchenware,1,0.55,0.55,United Kingdom,Completed,Direct Mail & Wholesale
549876,17484,2010-04-13 00:00:00,22423,REGENCY CAKESTAND 3 TIER,Kitchenware,12,12.75,153.0,United Kingdom,Completed,Direct Mail & Wholesale
549877,17127,2010-10-14 00:00:00,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,2,1.69,3.38,United Kingdom,Completed,Direct Mail & Wholesale
549878,13551,2010-01-10 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,12,1.65,19.8,United Kingdom,Completed,Direct Mail & Wholesale
549879,17056,2011-10-31 00:00:00,22720,SET OF 3 CAKE TINS PANTRY DESIGN,Kitchenware,4,4.95,19.8,United Kingdom,Completed,Direct Mail & Wholesale
549880,13801,2011-07-02 00:00:00,85099B,JUMBO BAG RED RETROSPOT,Storage & Bags,1,1.95,1.95,United Kingdom,Completed,Direct Mail & Wholesale
549881,17538,2011-01-30 00:00:00,21212,PACK OF 72 RETROSPOT CAKE CASES,Kitchenware,1,0.55,0.55,United Kingdom,Completed,Direct Mail & Wholesale
549882,14708,2010-02-13 00:00:00,47566,PARTY BUNTING,Party Supplies,12,4.95,59.4,United Kingdom,Completed,Direct Mail & Wholesale
549883,18023,2011-09-21 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,2,2.95,5.9,Germany,Completed,Direct Mail & Wholesale
549884,16311,2011-08-31 00:00:00,POST,POSTAGE,Postage & Packaging,12,18.0,216.0,United Kingdom,Completed,Direct Mail & Wholesale
549885,14896,2010-02-24 00:00:00,85123A,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,4,2.55,10.2,Germany,Completed,Direct Mail & Wholesale
549886,12726,2011-02-26 00:00:00,22423,REGENCY CAKESTAND 3 TIER,Kitchenware,2,12.75,25.5,United Kingdom,Completed,Direct Mail & Wholesale
549887,13541,2011-03-06 00:00:00,21212,PACK OF 72 RETROSPOT CAKE CASES,Kitchenware,1,0.55,0.55,United Kingdom,Completed,Direct Mail & Wholesale
549888,17194,2011-03-12 00:00:00,21212,PACK OF 72 RETROSPOT CAKE CASES,Kitchenware,1,0.55,0.55,United Kingdom,Completed,Direct Mail & Wholesale
549889,16481,2011-05-02 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,1,1.65,1.65,United Kingdom,Completed,Direct Mail & Wholesale
C549890,12407,2010-08-14 00:00:00,22423,REGENCY CAKESTAND 3 TIER,Kitchenware,-2,12.75,-25.5,United Kingdom,Cancelled,Direct Mail & Wholesale
549891,12691,2010-01-08 00:00:00,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,1,1.69,1.69,United Kingdom,Completed,Direct Mail & Wholesale
549892,14541,2011-03-31 00:00:00,22423,REGENCY CAKESTAND 3 TIER,Kitchenware,1,12.75,12.75,United Kingdom,Completed,Direct Mail & Wholesale
549893,16152,2011-03-31 00:00:00,21212,PACK OF 72 RETROSPOT CAKE CASES,Kitchenware,1,0.55,0.55,United Kingdom,Completed,Direct Mail & Wholesale
549894,13183,2010-03-16 00:00:00,85099B,JUMBO BAG RED RETROSPOT,Storage & Bags,1,1.95,1.95,United Kingdom,Completed,Direct Mail & Wholesale
549895,16236,2010-06-28 00:00:00,85099B,JUMBO BAG RED RETROSPOT,Storage & Bags,4,1.95,7.8,Spain,Completed,Direct Mail & Wholesale
549896,12784,2010-06-28 00:00:00,22423,REGENCY CAKESTAND 3 TIER,Kitchenware,6,12.75,76.5,United Kingdom,Completed,Direct Mail & Wholesale
549897,14665,2010-12-11 00:00:00,22720,SET OF 3 CAKE TINS PANTRY DESIGN,Kitchenware,1,4.95,4.95,United Kingdom,Completed,Direct Mail & Wholesale
549898,17430,2009-12-14 00:00:00,22720,SET OF 3 CAKE TINS PANTRY DESIGN,Kitchenware,2,4.95,9.9,Germany,Completed,Direct Mail & Wholesale
549899,16863,2011-05-30 00:00:00,47566,PARTY BUNTING,Party Supplies,6,4.95,29.7,United Kingdom,Completed,Direct Mail & Wholesale
549900,12893,2010-11-11 00:00:00,22720,SET OF 3 CAKE TINS PANTRY DESIGN,Kitchenware,4,4.95,19.8,United Kingdom,Completed,Direct Mail & Wholesale
549901,13394,2009-12-08 00:00:00,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,6,1.69,10.14,United Kingdom,Completed,Direct Mail & Wholesale
549902,17239,2011-07-11 00:00:00,21212,PACK OF 72 RETROSPOT CAKE CASES,Kitchenware,2,0.55,1.1,Switzerland,Completed,Direct Mail & Wholesale
549903,17774,2010-11-12 00:00:00,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,6,1.69,10.14,United Kingdom,Completed,Direct Mail & Wholesale
549904,15039,2011-02-09 00:00:00,47566,PARTY BUNTING,Party Supplies,2,4.95,9.9,United Kingdom,Completed,Direct Mail & Wholesale
549905,17931,2011-02-25 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,1,2.95,2.95,United Kingdom,Completed,Direct Mail & Wholesale
549906,17506,2010-02-09 00:00:00,85099B,JUMBO BAG RED RETROSPOT,Storage & Bags,2,1.95,3.9,France,Completed,Direct Mail & Wholesale
549907,17707,2011-05-17 00:00:00,85123A,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,1,2.55,2.55,France,Completed,Direct Mail & Wholesale
549908,12935,2010-07-17 00:00:00,POST,POSTAGE,Postage & Packaging,12,18.0,216.0,Germany,Completed,Direct Mail & Wholesale
549909,16264,2010-10-16 00:00:00,21212,PACK OF 72 RETROSPOT CAKE CASES,Kitchenware,2,0.55,1.1,United Kingdom,Completed,Direct Mail & Wholesale
549910,17123,2011-05-26 00:00:00,85099B,JUMBO BAG RED RETROSPOT,Storage & Bags,2,1.95,3.9,United Kingdom,Completed,Direct Mail & Wholesale
549911,13788,2011-03-30 00:00:00,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,12,1.69,20.28,United Kingdom,Completed,Direct Mail & Wholesale
549912,12563,2010-05-12 00:00:00,22423,REGENCY CAKESTAND 3 TIER,Kitchenware,6,12.75,76.5,United Kingdom,Completed,Direct Mail & Wholesale
549913,12834,2011-06-27 00:00:00,85099B,JUMBO BAG RED RETROSPOT,Storage & Bags,1,1.95,1.95,United Kingdom,Completed,Direct Mail & Wholesale
549914,15148,2011-09-03 00:00:00,47566,PARTY BUNTING,Party Supplies,6,4.95,29.7,United Kingdom,Completed,Direct Mail & Wholesale
549915,17936,2011-05-07 00:00:00,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,2,1.69,3.38,United Kingdom,Completed,Direct Mail & Wholesale
549916,15421,2011-04-14 00:00:00,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,12,1.69,20.28,United Kingdom,Completed,Direct Mail & Wholesale
549917,13112,2010-09-23 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,1,2.95,2.95,United Kingdom,Completed,Direct Mail & Wholesale
549918,17777,2010-01-21 00:00:00,85123A,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,4,2.55,10.2,France,Completed,Direct Mail & Wholesale
549919,17583,2010-07-28 00:00:00,22423,REGENCY CAKESTAND 3 TIER,Kitchenware,12,12.75,153.0,United Kingdom,Completed,Direct Mail & Wholesale
549920,16161,2011-03-20 00:00:00,85099B,JUMBO BAG RED RETROSPOT,Storage & Bags,6,1.95,11.7,Germany,Completed,Direct Mail & Wholesale
549921,14902,2011-06-28 00:00:00,85123A,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,12,2.55,30.6,United Kingdom,Completed,Direct Mail & Wholesale
549922,14205,2010-05-28 00:00:00,22720,SET OF 3 CAKE TINS PANTRY DESIGN,Kitchenware,1,4.95,4.95,France,Completed,Direct Mail & Wholesale
C549923,13208,2011-10-20 00:00:00,85099B,JUMBO BAG RED RETROSPOT,Storage & Bags,-1,1.95,-1.95,United Kingdom,Cancelled,Direct Mail & Wholesale
549924,14498,2011-05-28 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,2,1.65,3.3,France,Completed,Direct Mail & Wholesale
549925,16480,2011-10-31 00:00:00,21212,PACK OF 72 RETROSPOT CAKE CASES,Kitchenware,6,0.55,3.3,United Kingdom,Completed,Direct Mail & Wholesale
549926,17730,2011-08-17 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,2,2.95,5.9,Germany,Completed,Direct Mail & Wholesale
549927,13030,2010-05-15 00:00:00,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,1,1.69,1.69,United Kingdom,Completed,Direct Mail & Wholesale
549928,17938,2011-09-19 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,1,1.65,1.65,Germany,Completed,Direct Mail & Wholesale
549929,12697,2011-09-15 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,2,1.65,3.3,United Kingdom,Completed,Direct Mail & Wholesale
549930,13193,2011-04-09 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,1,2.95,2.95,United Kingdom,Completed,Direct Mail & Wholesale
549931,16083,2010-01-17 00:00:00,21212,PACK OF 72 RETROSPOT CAKE CASES,Kitchenware,6,0.55,3.3,United Kingdom,Completed,Direct Mail & Wholesale
549932,17746,2011-05-16 00:00:00,22423,REGENCY CAKESTAND 3 TIER,Kitchenware,1,12.75,12.75,Germany,Completed,Direct Mail & Wholesale
549933,13825,2010-09-30 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,1,1.65,1.65,France,Completed,Direct Mail & Wholesale
549934,12703,2010-10-06 00:00:00,85123A,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,4,2.55,10.2,United Kingdom,Completed,Direct Mail & Wholesale
549935,16175,2010-02-02 00:00:00,85099B,JUMBO BAG RED RETROSPOT,Storage & Bags,1,1.95,1.95,United Kingdom,Completed,Direct Mail & Wholesale
549936,13801,2011-03-22 00:00:00,85123A,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,6,2.55,15.3,United Kingdom,Completed,Direct Mail & Wholesale
549937,14714,2010-12-04 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,1,2.95,2.95,United Kingdom,Completed,Direct Mail & Wholesale
549938,16530,2010-06-23 00:00:00,47566,PARTY BUNTING,Party Supplies,1,4.95,4.95,United Kingdom,Completed,Direct Mail & Wholesale
549939,15618,2010-12-29 00:00:00,85123A,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,6,2.55,15.3,Spain,Completed,Direct Mail & Wholesale
549940,14334,2011-05-28 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,1,2.95,2.95,United Kingdom,Completed,Direct Mail & Wholesale
