session_id,customer_id,session_date,channel,device,pages_viewed,session_duration,converted
166486,,2021-07-28 18:02:49,Paid Search,Desktop,5,6,0
166487,,2023-02-26 05:32:29,Email,Mobile,4,82,0
166488,,2022-05-09 11:19:13,Social Media,Mobile,7,138,0
166489,,2022-09-09 10:37:16,Paid Search,Desktop,7,185,0
166490,,2023-02-16 14:25:56,Email,Mobile,3,43,0
166491,,2023-03-08 11:12:24,Referral,Desktop,7,636,0
166492,14153,2022-01-16 15:50:39,Paid Search,Mobile,5,282,0
166493,12068,2023-08-27 13:00:36,Referral,Desktop,6,39,0
166494,,2021-12-02 12:32:20,Organic Search,Desktop,5,136,0
166495,,2022-12-21 16:23:02,Referral,Desktop,3,140,0
166496,,2022-10-14 19:59:06,Organic Search,Desktop,6,379,0
166497,,2023-09-09 16:03:34,Organic Search,Desktop,6,2,0
166498,,2023-01-29 16:23:39,Organic Search,Mobile,7,90,0
166499,6475,2022-10-25 08:41:17,Social Media,Desktop,6,564,0
166500,17587,2022-12-28 01:10:37,Direct,Mobile,8,230,0
166501,,2022-09-10 23:51:19,Direct,Desktop,7,258,0
166502,,2022-06-17 01:02:33,Direct,Mobile,4,337,0
166503,,2023-03-08 05:58:41,Organic Search,Tablet,5,357,0
166504,,2023-01-24 04:02:48,Email,Mobile,7,149,0
166505,,2021-01-31 04:03:00,Referral,Mobile,5,44,0
166506,,2022-05-21 21:27:44,Referral,Desktop,2,40,0
166507,11302,2023-08-12 15:16:23,Organic Search,Mobile,7,356,0
166508,,2022-02-14 00:25:40,Referral,Desktop,5,11,0
166509,17978,2022-05-11 08:19:03,Paid Search,Desktop,4,679,0
166510,,2021-07-03 06:41:34,Direct,Mobile,1,507,0
166511,,2022-10-02 04:16:37,Social Media,Mobile,4,197,0
166512,,2023-09-21 03:02:06,Referral,Mobile,4,306,0
166513,,2021-02-03 20:45:51,Paid Search,Tablet,2,116,0
166514,,2023-10-11 23:02:12,Referral,Mobile,4,454,0
166515,15091,2021-02-13 03:34:12,Organic Search,Mobile,3,77,0
166516,,2023-12-15 19:30:48,Social Media,Mobile,4,378,0
166517,,2021-05-07 08:35:53,Referral,Desktop,7,579,0
166518,,2023-03-05 01:49:30,Paid Search,Mobile,6,412,0
166519,7801,2021-08-19 08:45:24,Referral,Mobile,9,288,0
166520,,2022-01-29 13:52:46,Email,Mobile,6,25,0
166521,2391,2022-01-03 03:19:15,Email,Mobile,4,476,1
166522,,2021-02-12 18:53:53,Referral,Mobile,3,6,0
166523,,2022-08-03 22:19:37,Direct,Tablet,2,444,0
166524,,2021-03-21 21:51:04,Referral,Mobile,3,201,0
166525,6700,2023-12-09 11:29:33,Social Media,Desktop,6,337,0
166526,,2023-05-26 20:11:34,Email,Tablet,7,26,0
166527,,2022-03-25 05:39:37,Direct,Mobile,4,119,1
166528,,2022-05-01 16:43:15,Email,Tablet,7,1055,0
166529,,2021-09-23 06:20:35,Email,Desktop,2,138,0
166530,,2022-04-10 06:44:28,Email,Mobile,3,198,0
166531,18752,2021-11-22 16:22:20,Social Media,Desktop,6,256,0
166532,,2022-11-25 07:38:43,Paid Search,Mobile,3,96,0
166533,,2021-07-14 22:28:14,Email,Mobile,7,48,0
166534,,2023-09-02 06:34:02,Direct,Desktop,9,215,0
166535,886,2022-12-29 18:23:11,Social Media,Desktop,7,303,0
166536,,2021-09-10 14:27:53,Social Media,Mobile,5,75,0
166537,967,2022-04-10 00:18:48,Referral,Desktop,4,243,0
166538,,2021-11-21 12:34:59,Referral,Desktop,5,4,1
166539,19030,2021-01-17 01:38:31,Direct,Tablet,4,7,0
166540,,2023-07-12 03:51:24,Social Media,Desktop,3,100,0
166541,,2023-04-13 17:17:50,Paid Search,Mobile,3,113,0
166542,,2021-10-30 18:03:16,Direct,Tablet,9,235,0
166543,4472,2023-01-19 06:19:44,Organic Search,Mobile,7,70,1
166544,,2022-02-20 16:33:15,Email,Desktop,5,146,0
166545,,2022-12-09 13:02:07,Direct,Tablet,4,253,1
166546,,2022-04-28 10:21:47,Paid Search,Desktop,5,130,0
166547,14538,2021-06-14 11:07:10,Email,Mobile,6,159,0
166548,13279,2022-12-20 22:26:10,Organic Search,Tablet,5,37,0
166549,,2023-08-10 11:02:29,Direct,Desktop,5,40,0
166550,1839,2023-04-09 10:32:14,Social Media,Mobile,5,123,0
166551,,2022-03-04 10:38:23,Email,Mobile,8,3,0
166552,,2023-08-24 08:13:45,Paid Search,Mobile,8,525,0
166553,,2023-09-25 21:54:59,Social Media,Desktop,6,76,0
166554,,2023-12-16 06:48:59,Email,Desktop,4,178,0
166555,17575,2023-03-31 00:36:49,Direct,Desktop,7,169,0
166556,,2023-11-21 07:48:39,Email,Desktop,4,124,0
166557,10915,2023-09-12 10:19:26,Organic Search,Mobile,5,31,0
166558,,2023-05-27 10:07:52,Direct,Desktop,7,0,0
166559,7132,2021-09-05 16:16:16,Paid Search,Mobile,7,91,0
166560,,2021-09-19 19:26:35,Paid Search,Mobile,4,449,0
166561,,2023-02-05 10:40:01,Email,Desktop,5,209,0
166562,,2022-04-24 23:41:53,Direct,Desktop,4,483,0
166563,,2021-12-22 10:32:13,Social Media,Mobile,6,89,0
166564,,2023-02-17 08:44:50,Direct,Mobile,5,946,0
166565,,2022-09-13 03:08:42,Paid Search,Mobile,5,167,0
166566,,2021-08-03 10:35:50,Email,Desktop,4,118,0
166567,19872,2022-05-14 14:44:00,Direct,Desktop,10,167,0
166568,11152,2022-10-22 14:47:20,Email,Mobile,8,17,0
166569,,2022-02-04 11:59:44,Referral,Mobile,7,14,0
166570,,2023-05-24 04:55:14,Direct,Mobile,4,30,0
166571,,2022-01-18 01:10:27,Referral,Tablet,7,488,0
166572,15521,2021-09-22 06:43:00,Referral,Desktop,8,9,0
166573,,2023-11-01 22:30:47,Direct,Tablet,7,66,0
166574,,2022-05-16 04:43:14,Direct,Mobile,5,36,0
166575,,2021-10-15 15:01:44,Referral,Mobile,6,127,0
166576,17045,2023-11-26 11:54:23,Direct,Mobile,5,436,0
166577,,2021-08-14 06:26:57,Email,Desktop,5,8,0
166578,16592,2021-05-31 19:19:47,Social Media,Desktop,6,201,0
166579,,2023-03-15 19:06:51,Social Media,Mobile,4,20,0
166580,,2021-04-08 11:41:56,Direct,Mobile,4,883,0
166581,,2023-10-05 21:36:09,Social Media,Desktop,2,709,0
166582,,2021-02-10 07:21:16,Social Media,Tablet,4,277,0
166583,,2021-03-30 22:35:08,Email,Desktop,4,127,0
166584,,2023-02-26 05:59:24,Email,Mobile,4,120,0
166585,,2022-03-06 13:31:23,Social Media,Tablet,6,133,0
166586,16022,2022-09-03 15:44:12,Referral,Mobile,8,153,0
166587,7582,2023-12-07 13:56:05,Email,Desktop,5,792,0
166588,,2021-09-29 23:17:15,Organic Search,Mobile,2,8,0
166589,,2021-02-20 07:10:18,Social Media,Mobile,4,1,0
166590,,2023-12-10 13:32:13,Organic Search,Desktop,5,431,0
166591,,2022-08-19 23:49:57,Paid Search,Desktop,7,562,0
166592,,2021-04-18 14:25:52,Direct,Tablet,4,68,0
166593,,2021-12-27 07:17:00,Organic Search,Mobile,2,238,0
166594,,2022-05-04 14:07:15,Social Media,Desktop,3,149,0
166595,,2022-08-28 00:33:06,Direct,Mobile,3,220,0
166596,,2023-04-14 16:47:52,Social Media,Mobile,4,17,0
166597,,2023-01-10 04:10:27,Email,Desktop,2,376,0
166598,11959,2022-04-19 19:22:36,Organic Search,Desktop,5,364,0
166599,,2023-11-26 03:05:56,Paid Search,Mobile,8,494,0
166600,5391,2021-07-12 17:00:12,Paid Search,Tablet,8,65,0
166601,,2022-02-24 12:35:12,Email,Mobile,4,79,0
166602,,2023-04-01 18:21:29,Paid Search,Mobile,8,674,0
166603,,2022-07-15 18:12:03,Organic Search,Mobile,7,53,0
166604,4991,2023-08-12 09:56:06,Direct,Desktop,4,79,0
166605,9499,2022-09-20 13:39:51,Paid Search,Mobile,7,1237,0
166606,18145,2021-03-11 11:47:07,Organic Search,Mobile,7,93,0
166607,,2021-02-08 13:31:04,Referral,Mobile,6,31,0
166608,17832,2023-06-19 19:11:59,Referral,Tablet,5,347,0
166609,,2022-05-13 10:50:34,Referral,Mobile,4,150,0
166610,,2022-12-20 01:15:28,Organic Search,Desktop,3,218,0
166611,,2022-10-14 16:09:30,Paid Search,Mobile,6,196,1
166612,,2021-06-23 03:06:10,Referral,Desktop,4,54,0
166613,,2022-06-28 17:52:13,Social Media,Desktop,4,31,0
166614,,2022-08-11 13:50:18,Email,Desktop,2,112,0
166615,,2022-03-13 06:59:51,Referral,Mobile,5,328,0
166616,,2022-09-23 23:32:33,Direct,Desktop,3,31,0
166617,,2023-05-20 09:02:17,Paid Search,Mobile,3,14,0
166618,,2021-04-25 18:40:05,Email,Mobile,6,39,0
166619,,2022-07-14 07:54:34,Social Media,Mobile,2,147,0
166620,12220,2021-09-21 22:50:18,Paid Search,Desktop,2,149,0
166621,,2022-03-26 04:06:49,Social Media,Desktop,7,91,0
166622,9727,2021-12-07 05:50:23,Paid Search,Mobile,6,384,0
166623,,2021-12-26 01:46:17,Paid Search,Mobile,2,38,0
166624,,2021-05-26 15:13:31,Email,Desktop,6,226,0
166625,17217,2023-01-02 23:48:02,Email,Desktop,6,136,0
166626,1803,2021-03-13 07:25:37,Paid Search,Mobile,3,584,0
166627,,2022-02-18 18:49:10,Social Media,Desktop,6,112,0
166628,,2022-06-08 20:07:13,Social Media,Mobile,8,17,0
166629,15243,2021-07-20 13:26:39,Email,Mobile,5,25,1
166630,,2022-10-07 21:48:04,Direct,Mobile,2,583,0
166631,,2023-12-26 04:06:01,Paid Search,Mobile,2,6,0
166632,17149,2021-02-20 22:16:30,Email,Mobile,5,140,0
166633,10080,2023-01-25 18:10:07,Social Media,Mobile,10,171,0
166634,2882,2021-10-24 22:53:28,Referral,Mobile,8,381,0
166635,,2023-06-29 01:06:20,Direct,Mobile,5,60,0
166636,12455,2021-05-08 15:10:44,Email,Mobile,7,208,0
166637,,2021-11-06 13:37:47,Paid Search,Mobile,4,46,0
166638,,2022-08-27 05:37:06,Referral,Desktop,5,28,0
166639,11558,2022-04-13 17:16:59,Direct,Mobile,3,368,0
166640,,2022-12-16 15:25:48,Referral,Desktop,3,14,1
166641,19079,2021-02-01 03:24:08,Referral,Mobile,7,30,0
166642,,2021-01-09 19:13:44,Organic Search,Mobile,4,311,0
166643,,2022-03-07 06:08:57,Email,Mobile,8,142,0
166644,1288,2022-10-07 08:27:42,Social Media,Tablet,6,31,0
166645,,2022-06-20 08:30:52,Email,Mobile,10,298,0
166646,,2021-02-06 16:09:54,Email,Desktop,3,84,0
166647,,2021-06-07 10:54:54,Paid Search,Desktop,5,89,0
166648,,2022-12-11 11:49:50,Organic Search,Desktop,7,308,0
166649,,2022-05-19 08:28:26,Direct,Mobile,7,126,0
166650,,2023-12-27 22:06:23,Email,Desktop,5,218,0
166651,,2022-01-25 17:04:18,Referral,Tablet,6,41,0
166652,,2022-06-30 09:36:35,Social Media,Mobile,8,93,0
166653,,2022-06-24 18:28:00,Organic Search,Desktop,3,224,0
166654,,2021-06-19 00:32:43,Referral,Mobile,3,402,0
166655,15187,2022-02-20 12:18:02,Social Media,Desktop,3,24,0
166656,,2022-12-31 06:03:07,Email,Desktop,5,30,0
166657,8633,2021-03-18 21:57:44,Referral,Mobile,7,112,0
166658,,2023-06-06 16:15:23,Paid Search,Mobile,6,500,0
166659,17216,2022-10-30 03:41:47,Email,Desktop,4,93,0
166660,,2022-06-23 16:33:49,Organic Search,Mobile,6,146,0
166661,,2022-05-27 14:43:01,Email,Desktop,2,28,0
166662,,2022-09-18 20:03:47,Organic Search,Desktop,8,5,0
166663,19068,2021-10-31 16:39:03,Social Media,Mobile,4,460,0
166664,,2023-03-13 18:55:24,Referral,Mobile,6,307,0
166665,19517,2021-02-03 19:15:19,Paid Search,Desktop,3,543,0
166666,,2021-12-31 02:28:35,Email,Desktop,6,548,1
166667,,2021-08-06 08:25:02,Referral,Mobile,4,54,0
166668,,2021-03-12 18:55:53,Email,Mobile,5,32,0
166669,,2022-07-09 13:12:29,Referral,Mobile,10,22,0
166670,,2022-06-23 07:33:53,Referral,Mobile,6,3,0
166671,,2021-04-12 02:54:01,Paid Search,Mobile,3,52,0
166672,,2022-01-13 20:04:35,Paid Search,Mobile,2,260,0
166673,,2022-03-11 09:52:53,Paid Search,Mobile,4,2,0
166674,,2023-09-20 08:18:22,Email,Desktop,3,500,0
166675,,2022-06-23 06:51:21,Social Media,Desktop,4,168,0
166676,,2022-03-24 04:50:08,Referral,Mobile,1,353,0
166677,,2022-06-16 10:46:50,Email,Mobile,6,313,0
166678,,2022-10-15 17:53:07,Paid Search,Desktop,1,516,0
166679,8406,2022-09-15 11:56:31,Email,Mobile,4,270,0
166680,,2023-02-28 00:25:33,Paid Search,Mobile,4,147,0
166681,,2022-02-23 21:21:14,Social Media,Mobile,3,11,0
166682,,2022-03-11 13:58:24,Direct,Mobile,4,121,0
166683,,2022-09-17 09:04:09,Paid Search,Desktop,6,24,0
166684,,2023-02-11 21:00:50,Direct,Mobile,4,125,0
166685,,2022-10-16 17:22:36,Email,Desktop,4,145,0
166686,4841,2023-05-12 00:36:49,Direct,Mobile,3,29,0
166687,,2021-11-03 11:49:24,Paid Search,Mobile,6,497,0
166688,,2022-08-31 03:46:57,Social Media,Mobile,4,92,0
166689,,2022-12-16 06:09:52,Direct,Tablet,11,390,0
166690,15383,2022-12-17 23:31:42,Paid Search,Desktop,4,212,0
166691,,2022-11-05 22:18:32,Direct,Mobile,6,169,0
166692,,2023-09-07 22:58:45,Social Media,Tablet,2,161,0
166693,,2023-10-14 19:15:33,Referral,Tablet,5,357,0
166694,,2022-02-01 02:33:21,Paid Search,Desktop,7,31,0
166695,,2023-11-28 22:46:39,Social Media,Mobile,9,36,0
166696,,2022-12-29 03:10:19,Paid Search,Tablet,7,34,0
166697,,2021-07-04 00:51:20,Email,Mobile,5,145,0
166698,,2022-08-28 15:06:48,Social Media,Tablet,7,90,0
166699,,2021-12-30 12:29:39,Email,Desktop,3,151,0
166700,,2021-06-17 13:45:37,Email,Desktop,4,508,0
166701,13912,2021-10-25 20:56:52,Organic Search,Desktop,6,21,0
166702,,2022-04-03 14:26:41,Organic Search,Mobile,8,54,0
166703,,2023-07-28 13:22:21,Direct,Desktop,5,35,0
166704,9348,2023-03-06 07:28:09,Paid Search,Mobile,4,149,1
166705,11706,2023-01-12 21:05:48,Email,Mobile,7,380,0
166706,12233,2021-06-10 05:43:52,Referral,Desktop,5,11,1
166707,,2023-03-04 15:10:15,Paid Search,Desktop,7,99,0
166708,,2023-04-13 20:33:11,Referral,Desktop,6,317,0
166709,,2023-03-31 00:15:30,Organic Search,Desktop,3,65,0
166710,,2021-12-11 13:37:09,Paid Search,Mobile,6,336,0
166711,,2021-11-19 04:04:37,Social Media,Desktop,10,140,0
166712,,2022-03-31 20:19:43,Direct,Desktop,2,472,0
166713,,2023-05-21 20:16:43,Paid Search,Desktop,7,96,0
166714,8889,2022-08-05 20:06:43,Direct,Desktop,4,460,0
166715,,2023-12-15 17:20:48,Referral,Desktop,3,71,0
166716,,2021-04-20 23:57:42,Social Media,Mobile,6,65,0
166717,,2021-12-06 12:37:06,Direct,Desktop,13,216,0
166718,14371,2022-09-01 00:35:59,Direct,Desktop,4,205,0
166719,12761,2023-06-15 01:49:39,Organic Search,Desktop,2,45,0
166720,2155,2022-02-15 18:11:44,Direct,Mobile,8,87,0
166721,,2021-06-27 18:30:34,Email,Desktop,4,0,0
166722,,2022-02-20 23:37:07,Direct,Mobile,5,589,0
166723,,2022-08-03 23:16:19,Referral,Mobile,5,404,0
166724,,2023-09-09 21:16:11,Direct,Desktop,5,6,0
166725,7406,2022-01-03 01:53:08,Organic Search,Desktop,3,146,0
166726,,2022-06-10 21:37:40,Social Media,Mobile,4,19,0
166727,6366,2023-09-08 09:02:12,Paid Search,Desktop,7,203,0
166728,16197,2021-08-24 17:54:50,Direct,Desktop,7,78,0
166729,,2021-02-24 17:21:22,Email,Mobile,4,166,0
166730,,2021-10-17 16:46:52,Organic Search,Mobile,6,363,0
166731,,2023-03-07 20:35:54,Direct,Mobile,4,99,0
166732,2906,2021-03-09 11:20:04,Organic Search,Desktop,4,171,0
166733,,2021-08-24 04:00:35,Direct,Desktop,8,31,0
166734,18752,2022-12-29 02:08:38,Email,Mobile,3,1,0
166735,,2022-12-11 14:41:00,Social Media,Mobile,6,83,0
166736,,2021-12-06 02:31:34,Email,Desktop,5,90,0
166737,,2021-08-05 07:31:30,Email,Mobile,9,131,0
166738,1947,2021-06-05 11:52:25,Referral,Mobile,9,134,0
166739,263,2021-09-16 08:43:17,Social Media,Mobile,10,371,0
166740,,2023-03-29 03:33:31,Social Media,Mobile,4,116,0
166741,,2022-07-30 21:22:38,Organic Search,Mobile,4,52,0
166742,,2021-05-08 11:40:27,Social Media,Mobile,1,55,0
166743,,2022-10-13 20:41:03,Organic Search,Desktop,8,30,0
166744,,2022-11-16 01:19:18,Organic Search,Mobile,2,511,0
166745,,2023-09-25 02:19:41,Social Media,Desktop,6,342,0
166746,,2021-06-27 12:59:42,Direct,Desktop,4,155,0
166747,13995,2021-06-05 11:37:48,Paid Search,Mobile,5,0,0
166748,,2023-07-26 03:22:59,Social Media,Desktop,8,316,0
166749,,2021-07-14 06:46:56,Organic Search,Desktop,4,426,0
166750,6035,2021-06-19 18:23:31,Organic Search,Mobile,4,624,0
166751,,2023-08-21 06:00:24,Referral,Mobile,3,42,0
166752,2177,2022-10-06 23:10:52,Direct,Mobile,1,171,0
166753,,2021-07-15 08:56:18,Paid Search,Mobile,3,175,1
166754,,2022-07-10 04:01:12,Social Media,Mobile,5,63,0
166755,,2023-11-21 19:45:10,Social Media,Tablet,3,18,0
166756,,2021-05-26 17:56:14,Email,Desktop,6,121,0
166757,,2023-01-10 07:43:40,Email,Mobile,6,334,0
166758,4711,2023-04-27 14:14:56,Direct,Mobile,6,37,0
166759,,2021-01-25 05:14:04,Email,Desktop,4,139,0
166760,,2023-10-29 11:11:14,Organic Search,Mobile,7,170,0
166761,,2021-05-31 21:25:57,Organic Search,Mobile,7,153,0
166762,,2022-01-02 19:57:51,Direct,Mobile,5,28,0
166763,,2023-11-19 01:31:24,Paid Search,Mobile,5,209,0
166764,,2021-04-03 17:12:22,Organic Search,Desktop,4,78,0
166765,,2023-05-22 20:14:25,Social Media,Mobile,7,151,0
166766,3558,2023-07-26 04:19:50,Email,Desktop,2,237,0
166767,,2021-03-17 15:15:52,Organic Search,Mobile,10,116,0
166768,,2021-09-09 07:00:28,Organic Search,Tablet,5,2,0
166769,15036,2023-05-13 23:17:21,Organic Search,Desktop,5,54,0
166770,,2021-08-20 07:35:51,Social Media,Desktop,5,7,0
166771,,2023-02-24 03:09:58,Direct,Mobile,7,92,0
166772,9039,2022-12-18 04:03:18,Referral,Mobile,7,70,0
166773,,2021-10-30 16:34:40,Referral,Desktop,7,27,0
166774,5279,2022-09-03 22:07:56,Organic Search,Mobile,6,74,0
166775,,2021-10-16 05:32:49,Referral,Desktop,4,356,0
166776,,2023-08-26 10:27:22,Social Media,Desktop,5,106,0
166777,,2023-05-02 00:19:27,Email,Mobile,5,13,1
166778,,2023-05-21 10:02:46,Organic Search,Desktop,2,58,0
166779,,2023-04-04 07:10:17,Social Media,Desktop,7,773,0
166780,,2022-05-22 05:28:26,Email,Mobile,3,90,0
166781,,2023-03-06 08:37:17,Paid Search,Mobile,8,256,0
166782,,2021-09-19 04:22:34,Referral,Mobile,10,120,0
166783,10435,2021-01-25 22:56:08,Referral,Mobile,3,64,0
166784,2188,2022-03-29 02:05:36,Email,Mobile,3,38,0
166785,,2023-02-12 07:23:21,Social Media,Mobile,4,455,0
166786,18270,2023-05-15 22:02:48,Social Media,Desktop,2,140,0
166787,,2023-11-16 18:10:51,Email,Mobile,4,30,0
166788,,2022-07-21 04:18:09,Paid Search,Desktop,7,368,0
166789,,2023-10-15 22:05:17,Paid Search,Desktop,2,18,1
166790,,2022-01-21 01:13:31,Direct,Mobile,2,120,0
166791,16118,2022-04-25 02:37:47,Direct,Mobile,4,133,0
166792,,2022-09-16 05:19:11,Paid Search,Mobile,5,81,0
166793,5661,2023-07-08 23:15:26,Organic Search,Mobile,6,461,0
166794,,2022-01-19 11:53:53,Social Media,Desktop,4,77,0
166795,,2021-03-20 07:13:09,Organic Search,Mobile,2,295,0
166796,,2022-04-20 10:43:27,Organic Search,Desktop,3,317,0
166797,,2022-10-16 16:21:08,Direct,Tablet,5,171,0
166798,,2022-03-19 19:52:03,Paid Search,Desktop,8,63,0
166799,,2023-01-21 14:09:48,Email,Desktop,2,49,0
166800,,2022-03-18 21:18:57,Referral,Desktop,7,104,1
166801,,2022-02-11 11:46:16,Paid Search,Desktop,4,175,0
166802,,2022-10-26 07:20:08,Paid Search,Desktop,8,10,0
166803,559,2022-04-13 04:07:04,Email,Tablet,5,220,0
166804,,2021-05-28 17:55:10,Organic Search,Mobile,4,387,0
166805,,2022-04-06 21:57:31,Organic Search,Mobile,4,200,0
166806,,2023-06-16 13:18:55,Social Media,Mobile,5,311,0
166807,,2023-07-03 23:42:46,Social Media,Mobile,6,18,0
166808,,2022-05-05 03:56:24,Direct,Mobile,2,22,0
166809,5357,2022-02-25 07:16:46,Social Media,Desktop,2,213,0
166810,,2023-09-22 18:59:05,Referral,Mobile,5,49,0
166811,,2022-07-23 04:47:16,Referral,Mobile,2,264,0
166812,,2021-03-31 06:36:29,Social Media,Tablet,5,543,0
166813,,2023-02-07 05:26:25,Organic Search,Tablet,6,149,1
166814,,2023-11-23 04:07:56,Email,Mobile,7,54,0
166815,977,2021-04-02 20:21:14,Direct,Mobile,10,207,0
166816,,2021-10-21 17:43:10,Paid Search,Mobile,5,33,0
166817,,2021-08-17 21:33:45,Email,Tablet,6,415,0
166818,,2022-02-04 19:16:57,Direct,Mobile,5,84,0
166819,,2021-03-03 07:29:28,Referral,Desktop,5,6,0
166820,,2022-11-05 07:01:49,Organic Search,Desktop,4,87,0
166821,,2022-12-02 17:42:18,Direct,Tablet,7,223,0
166822,,2022-04-23 02:36:50,Email,Desktop,10,67,0
166823,,2023-06-17 01:08:38,Referral,Tablet,6,236,0
166824,,2022-04-22 12:18:45,Referral,Mobile,4,218,0
166825,,2023-04-11 19:11:55,Organic Search,Mobile,3,262,0
166826,,2023-02-28 13:49:16,Social Media,Mobile,6,9,1
166827,18782,2021-08-27 03:53:58,Direct,Mobile,7,147,0
166828,,2022-04-03 08:22:59,Social Media,Desktop,3,5,0
166829,,2023-11-25 05:23:44,Organic Search,Mobile,4,135,0
166830,,2023-04-22 18:19:43,Email,Desktop,6,178,0
166831,,2022-03-26 09:58:23,Organic Search,Desktop,6,102,0
166832,6086,2023-09-03 02:04:03,Email,Mobile,5,303,0
166833,,2023-11-29 16:45:51,Social Media,Desktop,6,72,0
166834,,2022-10-26 01:23:32,Paid Search,Tablet,5,16,0
166835,,2021-08-02 10:35:51,Organic Search,Tablet,3,73,0
166836,,2022-04-24 09:53:06,Social Media,Mobile,3,96,0
166837,,2021-11-18 22:25:26,Paid Search,Desktop,6,227,0
166838,6645,2021-08-14 18:28:07,Organic Search,Mobile,5,283,0
166839,,2022-10-07 07:37:52,Paid Search,Desktop,5,251,0
166840,,2023-09-04 02:15:18,Social Media,Mobile,5,164,0
166841,,2021-06-12 22:14:10,Email,Mobile,9,243,0
166842,,2023-08-15 01:24:44,Paid Search,Mobile,7,16,0
166843,,2023-05-13 01:38:37,Organic Search,Mobile,4,167,0
166844,,2022-12-11 15:13:57,Social Media,Desktop,6,17,0
166845,420,2023-02-10 02:22:12,Organic Search,Tablet,7,211,0
166846,,2021-07-12 17:56:50,Social Media,Mobile,5,61,0
166847,,2022-07-18 20:02:04,Social Media,Desktop,5,223,0
166848,,2023-03-08 19:23:38,Organic Search,Mobile,6,249,0
166849,12061,2021-01-19 18:44:53,Social Media,Mobile,4,118,0
166850,4054,2022-05-19 15:58:55,Organic Search,Mobile,6,147,0
166851,,2022-09-04 10:40:52,Referral,Mobile,3,281,0
166852,,2023-04-09 12:23:16,Organic Search,Desktop,3,13,0
166853,,2021-11-06 19:53:32,Referral,Desktop,5,78,0
166854,,2023-10-25 16:28:35,Paid Search,Mobile,7,50,0
166855,10429,2021-10-23 12:11:19,Organic Search,Desktop,5,523,0
166856,,2022-11-29 01:11:43,Organic Search,Desktop,10,438,0
166857,,2021-05-09 22:53:24,Organic Search,Mobile,4,409,0
166858,,2022-02-17 15:21:22,Referral,Desktop,5,12,0
166859,,2022-06-25 23:03:46,Paid Search,Desktop,2,496,0
166860,,2022-10-02 05:06:02,Organic Search,Desktop,5,636,0
166861,,2022-05-11 10:10:36,Social Media,Desktop,4,51,0
166862,,2023-03-31 03:05:36,Paid Search,Mobile,1,122,0
166863,,2023-04-10 03:21:12,Social Media,Mobile,6,629,0
166864,,2022-03-09 19:25:05,Referral,Desktop,10,388,0
166865,,2023-08-29 09:26:21,Direct,Mobile,5,206,0
166866,3914,2021-09-02 13:25:31,Paid Search,Desktop,7,419,0
166867,3463,2022-01-16 23:31:23,Social Media,Tablet,5,78,0
166868,18155,2023-01-20 21:09:28,Referral,Tablet,3,621,0
166869,15453,2021-06-28 08:55:35,Paid Search,Tablet,6,65,0
166870,,2022-07-23 10:19:53,Social Media,Mobile,2,101,0
166871,,2023-04-26 11:14:47,Direct,Desktop,9,110,0
166872,,2022-04-18 23:52:00,Organic Search,Mobile,2,39,0
166873,658,2022-12-13 07:54:33,Direct,Desktop,5,560,0
166874,,2022-10-11 06:06:07,Email,Desktop,7,256,0
166875,,2021-04-03 05:24:20,Email,Desktop,6,272,0
166876,,2023-10-12 18:14:02,Organic Search,Mobile,4,238,0
166877,,2022-05-11 13:20:53,Organic Search,Mobile,7,46,0
166878,,2023-02-18 01:01:49,Organic Search,Mobile,6,136,1
166879,,2023-05-04 14:29:51,Paid Search,Desktop,3,426,0
166880,,2023-07-13 15:34:38,Referral,Desktop,2,59,0
166881,,2021-09-05 23:22:16,Direct,Mobile,6,245,0
166882,,2023-08-24 11:41:28,Organic Search,Desktop,4,778,0
166883,,2022-01-03 23:28:55,Paid Search,Desktop,4,212,0
166884,,2023-04-10 09:54:25,Social Media,Mobile,2,186,0
166885,,2022-05-26 17:19:26,Direct,Desktop,2,67,0
166886,,2021-11-17 21:38:54,Referral,Mobile,8,15,0
166887,,2023-11-02 04:49:27,Direct,Mobile,7,59,0
166888,,2021-06-26 19:26:13,Email,Mobile,8,39,0
166889,11154,2021-11-26 17:25:16,Organic Search,Tablet,4,51,0
166890,,2023-10-28 02:28:25,Social Media,Mobile,7,303,0
166891,6653,2023-04-21 10:53:38,Social Media,Mobile,7,113,0
166892,,2021-11-06 07:27:02,Referral,Mobile,4,87,0
166893,,2021-11-13 18:00:16,Referral,Desktop,4,233,0
166894,,2023-06-03 10:21:14,Paid Search,Mobile,6,65,0
166895,19300,2022-01-16 02:02:41,Organic Search,Desktop,3,170,0
166896,,2022-08-09 09:34:28,Paid Search,Mobile,4,2,0
166897,10376,2022-06-16 14:56:22,Organic Search,Desktop,5,156,1
166898,,2021-01-27 12:57:25,Email,Desktop,2,39,0
166899,,2023-10-05 10:54:45,Social Media,Tablet,4,30,0
166900,,2021-02-24 10:41:07,Direct,Mobile,4,66,0
166901,,2022-05-12 01:20:02,Referral,Mobile,6,25,0
166902,7565,2023-05-21 23:40:18,Social Media,Desktop,9,133,0
166903,,2023-08-22 03:31:08,Email,Mobile,6,168,0
166904,19661,2023-11-23 06:06:28,Organic Search,Mobile,4,214,0
166905,,2021-11-08 08:30:26,Organic Search,Tablet,5,312,0
166906,,2021-06-30 18:53:16,Organic Search,Mobile,3,805,0
