order_id,customer_id,order_date,product_id,product_name,category,quantity,unit_price,total_amount,acquisition_channel,shipping_state,order_status
GA4-107521,USR-6225,2025-03-11,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,1,26.5,26.5,Referral,CO,Completed
GA4-107522,USR-7054,2025-08-29,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,1,6.5,6.5,Direct,CO,Completed
GA4-107523,USR-6802,2025-04-20,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Organic Search,NC,Completed
GA4-107524,USR-3537,2025-03-31,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Direct,NY,Completed
GA4-107525,USR-1301,2025-04-28,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Organic Search,CO,Completed
GA4-107526,USR-6890,2025-04-30,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,1,26.5,26.5,Direct,IL,Completed
GA4-107527,USR-5400,2025-07-30,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,1,99.99,99.99,Direct,TX,Completed
GA4-107528,USR-6110,2025-03-07,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,2,99.99,199.98,Organic Search,IL,Completed
GA4-107529,USR-4545,2025-06-05,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,1,26.5,26.5,Organic Search,CA,Completed
GA4-107530,USR-5451,2025-01-28,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Direct,CO,Completed
GA4-107531,USR-6642,2025-04-17,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Organic Search,IL,Completed
GA4-107532,USR-1650,2025-10-12,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,2,22.0,44.0,Organic Search,NY,Completed
GA4-107533,USR-1512,2025-07-31,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Organic Search,FL,Completed
GA4-107534,USR-3149,2025-03-03,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Organic Search,TX,Completed
GA4-107535,USR-3379,2026-01-14,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Referral,IL,Completed
GA4-107536,USR-2286,2025-06-22,GGOEGFKQ014499,Google Cloud White Tee,Apparel,2,24.99,49.98,Direct,TX,Completed
GA4-107537,USR-3954,2025-08-13,GGOEGFKQ014499,Google Cloud White Tee,Apparel,2,24.99,49.98,Direct,VA,Completed
GA4-107538,USR-6082,2025-08-09,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Organic Search,CO,Completed
GA4-107539,USR-1435,2025-08-10,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Organic Search,WA,Completed
GA4-107540,USR-5320,2025-08-13,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,1,99.99,99.99,Direct,NY,Completed
GA4-107541,USR-6128,2025-01-02,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Organic Search,CO,Completed
GA4-107542,USR-5946,2025-04-16,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Paid Search,CO,Completed
GA4-107543,USR-6329,2025-08-20,GGOEGAAB010516,Android Collectible Figurine,Accessories,2,18.0,36.0,Organic Search,CA,Completed
GA4-107544,USR-7392,2025-08-09,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,2,6.5,13.0,Organic Search,WA,Completed
GA4-107545,USR-5671,2025-11-26,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Organic Search,NC,Completed
GA4-107546,USR-7392,2025-09-29,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Direct,CA,Completed
GA4-107547,USR-2067,2025-12-08,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Direct,WA,Completed
GA4-107548,USR-1990,2025-04-30,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Organic Search,VA,Completed
GA4-107549,USR-7084,2025-01-28,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,2,26.5,53.0,Direct,CA,Completed
GA4-107550,USR-1127,2025-04-16,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,1,48.0,48.0,Referral,MA,Completed
GA4-107551,USR-2000,2025-12-26,GGOEGFKQ014499,Google Cloud White Tee,Apparel,2,24.99,49.98,Organic Search,NY,Completed
GA4-107552,USR-5981,2025-04-23,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Referral,CO,Completed
GA4-107553,USR-3530,2025-09-01,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Display,NC,Completed
GA4-107554,USR-1720,2025-08-19,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Organic Search,TX,Completed
GA4-107555,USR-5864,2025-10-23,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Organic Search,IL,Completed
GA4-107556,USR-5018,2026-01-11,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,2,99.99,199.98,Paid Search,FL,Completed
GA4-107557,USR-7164,2025-04-30,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,2,65.0,130.0,Organic Search,NC,Completed
GA4-107558,USR-7130,2025-05-19,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Paid Search,CA,Completed
GA4-107559,USR-2378,2025-03-11,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Organic Search,WA,Completed
GA4-107560,USR-7420,2025-09-22,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Organic Search,MA,Completed
GA4-107561,USR-3519,2025-05-18,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,1,99.99,99.99,Organic Search,VA,Completed
GA4-107562,USR-4092,2025-12-08,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,2,48.0,96.0,Direct,CO,Completed
GA4-107563,USR-5718,2025-12-05,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Direct,IL,Completed
GA4-107564,USR-5759,2025-02-11,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Social,VA,Completed
GA4-107565,USR-2096,2025-03-19,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Paid Search,IL,Completed
GA4-107566,USR-6615,2025-03-20,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Organic Search,IL,Completed
GA4-107567,USR-5975,2025-01-28,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Direct,TX,Completed
GA4-107568,USR-5117,2025-09-18,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,2,6.5,13.0,Direct,WA,Completed
GA4-107569,USR-6164,2025-04-23,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,1,6.5,6.5,Organic Search,NY,Completed
GA4-107570,USR-1567,2026-01-02,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,1,48.0,48.0,Paid Search,VA,Completed
GA4-107571,USR-2615,2025-11-10,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Organic Search,MA,Completed
GA4-107572,USR-5669,2025-06-04,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Direct,CO,Completed
GA4-107573,USR-1456,2025-11-07,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Paid Search,MA,Completed
GA4-107574,USR-3892,2025-03-10,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,2,26.5,53.0,Organic Search,IL,Completed
GA4-107575,USR-4684,2025-10-19,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Social,WA,Completed
GA4-107576,USR-2890,2025-10-07,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,2,79.0,158.0,Organic Search,WA,Completed
GA4-107577,USR-5523,2025-12-28,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Organic Search,CA,Completed
GA4-107578,USR-4036,2025-07-04,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Direct,NC,Completed
GA4-107579,USR-2665,2025-03-19,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Direct,NY,Completed
GA4-107580,USR-5266,2025-05-10,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Organic Search,FL,Completed
GA4-107581,USR-5200,2025-02-23,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,1,99.99,99.99,Organic Search,IL,Completed
GA4-107582,USR-4444,2025-04-16,GGOEGFKQ014499,Google Cloud White Tee,Apparel,2,24.99,49.98,Direct,NC,Completed
GA4-107583,USR-6615,2025-07-04,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,3,99.99,299.97,Organic Search,WA,Completed
GA4-107584,USR-5510,2025-04-23,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Organic Search,TX,Completed
GA4-107585,USR-7028,2025-11-11,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,2,6.5,13.0,Organic Search,FL,Completed
GA4-107586,USR-2984,2025-08-28,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,1,99.99,99.99,Referral,FL,Completed
GA4-107587,USR-4821,2025-05-19,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Organic Search,IL,Completed
GA4-107588,USR-7328,2025-09-28,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Organic Search,NC,Completed
GA4-107589,USR-4798,2025-11-20,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,1,6.5,6.5,Direct,NY,Completed
GA4-107590,USR-4100,2025-08-26,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,1,6.5,6.5,Referral,WA,Completed
GA4-107591,USR-2711,2025-09-08,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Direct,VA,Completed
GA4-107592,USR-2109,2025-06-26,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Direct,CO,Completed
GA4-107593,USR-3135,2025-12-16,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,1,26.5,26.5,Direct,IL,Completed
GA4-107594,USR-7279,2025-11-21,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Organic Search,TX,Completed
GA4-107595,USR-6716,2025-11-13,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,3,99.99,299.97,Organic Search,WA,Completed
GA4-107596,USR-6722,2025-12-22,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,3,22.0,66.0,Referral,NY,Completed
GA4-107597,USR-5377,2025-10-07,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Display,NC,Completed
GA4-107598,USR-6418,2025-02-12,GGOEAAEB099214,Chrome Dino Socks,Apparel,2,12.5,25.0,Direct,CA,Completed
GA4-107599,USR-6599,2025-05-20,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Organic Search,TX,Completed
GA4-107600,USR-6052,2025-10-09,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,1,6.5,6.5,Paid Search,MA,Completed
GA4-107601,USR-2587,2025-03-22,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Referral,WA,Completed
GA4-107602,USR-6910,2025-05-07,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,2,65.0,130.0,Organic Search,IL,Completed
GA4-107603,USR-5789,2025-04-29,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,1,26.5,26.5,Referral,CA,Completed
GA4-107604,USR-7101,2025-03-11,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Organic Search,CO,Completed
GA4-107605,USR-4053,2025-10-07,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Organic Search,TX,Completed
GA4-107606,USR-4212,2025-03-17,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,2,99.99,199.98,Organic Search,MA,Completed
GA4-107607,USR-5400,2025-09-16,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,1,99.99,99.99,Direct,MA,Completed
GA4-107608,USR-5736,2025-04-10,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,3,22.0,66.0,Direct,CA,Completed
GA4-107609,USR-3420,2025-07-16,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Display,NC,Completed
GA4-107610,USR-6764,2025-06-01,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Referral,WA,Completed
GA4-107611,USR-7333,2025-04-25,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,1,48.0,48.0,Organic Search,CA,Completed
GA4-107612,USR-5978,2025-12-30,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,1,99.99,99.99,Paid Search,NY,Completed
GA4-107613,USR-2063,2025-02-03,GGOEGFKQ014499,Google Cloud White Tee,Apparel,2,24.99,49.98,Referral,MA,Completed
GA4-107614,USR-4504,2025-12-02,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,1,48.0,48.0,Organic Search,FL,Completed
GA4-107615,USR-3455,2025-07-28,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Direct,CO,Completed
GA4-107616,USR-2308,2025-04-28,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,1,99.99,99.99,Organic Search,MA,Completed
GA4-107617,USR-3224,2025-10-26,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,2,65.0,130.0,Organic Search,WA,Completed
GA4-107618,USR-2550,2025-01-16,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,2,99.99,199.98,Paid Search,NY,Completed
GA4-107619,USR-4455,2025-10-21,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,3,65.0,195.0,Organic Search,TX,Completed
GA4-107620,USR-5741,2026-01-01,GGOEGFKQ014499,Google Cloud White Tee,Apparel,2,24.99,49.98,Direct,TX,Completed
GA4-107621,USR-1479,2025-05-27,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Organic Search,VA,Completed
GA4-107622,USR-6366,2025-07-05,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Display,NC,Completed
GA4-107623,USR-6877,2025-08-04,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,1,26.5,26.5,Organic Search,CO,Completed
GA4-107624,USR-5533,2025-05-18,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,1,99.99,99.99,Organic Search,CA,Completed
GA4-107625,USR-1512,2025-12-23,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Direct,FL,Completed
GA4-107626,USR-4841,2025-03-23,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Organic Search,MA,Completed
GA4-107627,USR-2524,2025-12-15,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,2,26.5,53.0,Organic Search,NC,Completed
GA4-107628,USR-4021,2025-07-15,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Organic Search,WA,Completed
GA4-107629,USR-6736,2025-11-04,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,2,99.99,199.98,Organic Search,TX,Completed
GA4-107630,USR-4264,2025-04-14,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Social,CA,Completed
GA4-107631,USR-1944,2026-01-08,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Display,TX,Completed
GA4-107632,USR-1470,2025-08-29,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,1,48.0,48.0,Organic Search,WA,Completed
GA4-107633,USR-6293,2025-05-15,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,1,26.5,26.5,Organic Search,MA,Completed
GA4-107634,USR-1458,2025-06-29,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Organic Search,MA,Completed
GA4-107635,USR-1818,2025-06-04,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Direct,CO,Completed
GA4-107636,USR-7187,2025-02-05,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,1,6.5,6.5,Organic Search,WA,Completed
GA4-107637,USR-6126,2025-04-04,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,1,6.5,6.5,Direct,NY,Completed
GA4-107638,USR-3861,2025-01-21,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Paid Search,WA,Completed
GA4-107639,USR-2245,2025-10-12,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Display,IL,Completed
GA4-107640,USR-5812,2026-01-02,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,1,26.5,26.5,Display,WA,Completed
GA4-107641,USR-1601,2025-04-18,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Direct,WA,Completed
GA4-107642,USR-2850,2025-06-06,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Organic Search,NC,Completed
GA4-107643,USR-2130,2025-03-10,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,3,99.99,299.97,Direct,CO,Completed
GA4-107644,USR-2776,2025-11-28,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,2,26.5,53.0,Organic Search,NC,Completed
GA4-107645,USR-6108,2025-12-19,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,1,26.5,26.5,Referral,CA,Completed
GA4-107646,USR-6514,2025-12-03,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,1,48.0,48.0,Referral,FL,Completed
GA4-107647,USR-7149,2025-10-15,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,3,79.0,237.0,Direct,NY,Completed
GA4-107648,USR-6314,2025-11-20,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,3,65.0,195.0,Organic Search,NY,Completed
GA4-107649,USR-7146,2025-12-08,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Direct,TX,Completed
GA4-107650,USR-1497,2025-01-22,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Organic Search,FL,Completed
GA4-107651,USR-7090,2025-01-05,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,1,99.99,99.99,Paid Search,IL,Completed
GA4-107652,USR-7174,2025-03-03,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Direct,CO,Completed
GA4-107653,USR-2360,2025-06-11,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Organic Search,CA,Completed
GA4-107654,USR-3356,2025-05-28,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,1,99.99,99.99,Organic Search,TX,Completed
GA4-107655,USR-6829,2025-04-08,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,1,26.5,26.5,Organic Search,CO,Completed
GA4-107656,USR-3092,2025-05-15,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Social,VA,Completed
GA4-107657,USR-4055,2025-08-13,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Direct,CA,Completed
GA4-107658,USR-4634,2025-07-09,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Organic Search,CO,Completed
GA4-107659,USR-6220,2025-05-08,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Organic Search,CO,Completed
GA4-107660,USR-5446,2025-10-18,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,1,48.0,48.0,Referral,FL,Completed
GA4-107661,USR-5158,2025-09-10,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,1,6.5,6.5,Referral,FL,Completed
GA4-107662,USR-2208,2025-02-28,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Direct,IL,Completed
GA4-107663,USR-3902,2025-11-27,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,2,65.0,130.0,Social,MA,Completed
GA4-107664,USR-5928,2025-02-13,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,2,22.0,44.0,Paid Search,MA,Completed
GA4-107665,USR-2947,2025-01-22,GGOEGAAB010516,Android Collectible Figurine,Accessories,2,18.0,36.0,Organic Search,FL,Completed
GA4-107666,USR-2369,2025-01-15,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Referral,WA,Completed
GA4-107667,USR-7143,2025-12-04,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,1,6.5,6.5,Referral,NC,Completed
GA4-107668,USR-1466,2025-02-25,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Organic Search,TX,Completed
GA4-107669,USR-4489,2025-10-12,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Organic Search,NY,Completed
GA4-107670,USR-2919,2026-01-08,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,1,26.5,26.5,Direct,NC,Completed
GA4-107671,USR-3619,2025-01-26,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,1,26.5,26.5,Social,TX,Completed
GA4-107672,USR-6919,2025-09-14,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Direct,CA,Completed
GA4-107673,USR-4379,2025-10-18,GGOEGFKQ014499,Google Cloud White Tee,Apparel,3,24.99,74.97,Organic Search,CA,Completed
GA4-107674,USR-4018,2025-03-28,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,1,99.99,99.99,Direct,NY,Completed
GA4-107675,USR-6257,2025-03-24,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Social,MA,Completed
GA4-107676,USR-4339,2025-03-15,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,1,48.0,48.0,Direct,WA,Completed
GA4-107677,USR-5982,2025-09-23,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,2,26.5,53.0,Organic Search,MA,Completed
GA4-107678,USR-3495,2025-09-30,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Organic Search,WA,Completed
GA4-107679,USR-2734,2025-11-21,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,1,48.0,48.0,Organic Search,TX,Completed
GA4-107680,USR-2987,2025-08-26,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Organic Search,CO,Completed
GA4-107681,USR-4442,2025-03-04,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,1,48.0,48.0,Direct,CA,Completed
GA4-107682,USR-7237,2026-01-06,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Referral,NC,Completed
GA4-107683,USR-7080,2025-03-08,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,2,79.0,158.0,Direct,FL,Completed
GA4-107684,USR-4215,2025-07-28,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Organic Search,FL,Completed
GA4-107685,USR-4182,2025-08-28,GGOEAAEB099214,Chrome Dino Socks,Apparel,2,12.5,25.0,Direct,VA,Completed
GA4-107686,USR-2317,2025-07-03,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Direct,MA,Completed
GA4-107687,USR-2185,2025-04-06,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Organic Search,MA,Completed
GA4-107688,USR-4463,2025-03-28,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Direct,VA,Completed
GA4-107689,USR-7445,2025-05-16,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,2,48.0,96.0,Direct,FL,Completed
GA4-107690,USR-3617,2025-06-12,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Organic Search,NC,Completed
GA4-107691,USR-2986,2025-06-24,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Paid Search,WA,Completed
GA4-107692,USR-1103,2025-05-10,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Organic Search,NY,Completed
GA4-107693,USR-1368,2026-01-01,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,1,99.99,99.99,Direct,NY,Completed
GA4-107694,USR-6350,2025-05-15,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,1,48.0,48.0,Referral,CA,Completed
GA4-107695,USR-2340,2025-02-20,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,2,22.0,44.0,Organic Search,NY,Completed
GA4-107696,USR-7192,2025-05-29,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,2,6.5,13.0,Organic Search,FL,Completed
GA4-107697,USR-3115,2025-08-12,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Direct,WA,Completed
GA4-107698,USR-5516,2025-10-27,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Organic Search,VA,Completed
GA4-107699,USR-1649,2025-02-07,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Direct,VA,Completed
GA4-107700,USR-1627,2025-05-29,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,2,6.5,13.0,Direct,MA,Completed
GA4-107701,USR-5256,2025-09-30,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,2,65.0,130.0,Direct,NY,Completed
GA4-107702,USR-7115,2025-02-26,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Organic Search,NC,Completed
GA4-107703,USR-7102,2025-11-05,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Organic Search,MA,Completed
GA4-107704,USR-2598,2025-01-07,GGOEAAEB099214,Chrome Dino Socks,Apparel,2,12.5,25.0,Paid Search,CA,Completed
GA4-107705,USR-6942,2025-12-17,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,1,99.99,99.99,Organic Search,CO,Completed
GA4-107706,USR-3766,2025-02-09,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Social,CO,Completed
GA4-107707,USR-6605,2025-04-20,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,2,99.99,199.98,Organic Search,NY,Completed
GA4-107708,USR-6617,2025-03-17,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,1,26.5,26.5,Organic Search,CA,Completed
GA4-107709,USR-2832,2025-02-09,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Direct,VA,Completed
GA4-107710,USR-2684,2025-08-13,GGOEAAEB099214,Chrome Dino Socks,Apparel,2,12.5,25.0,Organic Search,CO,Completed
GA4-107711,USR-2081,2025-03-13,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,1,26.5,26.5,Organic Search,MA,Completed
GA4-107712,USR-5372,2025-12-18,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,1,26.5,26.5,Direct,NY,Completed
GA4-107713,USR-1771,2025-06-06,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,2,22.0,44.0,Referral,TX,Completed
