order_id,customer_id,order_date,product_id,product_name,category,quantity,unit_price,total_amount,shipping_state,payment_method,acquisition_channel,order_status
OLIST-107182,CUST-BR-1836,2016-11-29,PRD-CAMA-895,"Bed, Bath & Table Item","Bed, Bath & Table",1,99.24,99.24,SP,credit_card,Marketplace Direct,Completed
OLIST-107183,CUST-BR-7335,2017-07-26,PRD-INFO-750,Computers & Tech Item,Computers & Tech,1,117.51,117.51,MG,credit_card,Marketplace Direct,Completed
OLIST-107184,CUST-BR-5898,2017-06-11,PRD-MOVE-761,Furniture & Decor Item,Furniture & Decor,1,125.74,125.74,PE,boleto,Marketplace Direct,Completed
OLIST-107185,CUST-BR-8380,2017-09-26,PRD-BELE-189,Health & Beauty Item,Health & Beauty,1,143.98,143.98,RS,boleto,Marketplace Direct,Completed
OLIST-107186,CUST-BR-3553,2017-03-02,PRD-CAMA-667,"Bed, Bath & Table Item","Bed, Bath & Table",1,90.98,90.98,SP,credit_card,Marketplace Direct,Completed
OLIST-107187,CUST-BR-1558,2017-06-30,PRD-RELO-654,Watches & Gifts Item,Watches & Gifts,1,234.67,234.67,BA,credit_card,Marketplace Direct,Completed
OLIST-107188,CUST-BR-8373,2018-04-06,PRD-CAMA-264,"Bed, Bath & Table Item","Bed, Bath & Table",1,87.11,87.11,PE,boleto,Marketplace Direct,Completed
OLIST-107189,CUST-BR-4813,2016-10-29,PRD-BELE-843,Health & Beauty Item,Health & Beauty,1,122.68,122.68,RJ,boleto,Marketplace Direct,Completed
OLIST-107190,CUST-BR-1141,2017-07-16,PRD-MOVE-636,Furniture & Decor Item,Furniture & Decor,1,48.27,48.27,SP,credit_card,Marketplace Direct,Completed
OLIST-107191,CUST-BR-7397,2017-02-16,PRD-BELE-325,Health & Beauty Item,Health & Beauty,1,142.84,142.84,PR,credit_card,Marketplace Direct,Completed
OLIST-107192,CUST-BR-7418,2016-09-15,PRD-INFO-333,Computers & Tech Item,Computers & Tech,1,128.81,128.81,RJ,credit_card,Marketplace Direct,Completed
OLIST-107193,CUST-BR-4450,2017-03-18,PRD-BELE-523,Health & Beauty Item,Health & Beauty,1,127.86,127.86,MG,credit_card,Marketplace Direct,Completed
OLIST-107194,CUST-BR-6158,2017-05-07,PRD-CAMA-349,"Bed, Bath & Table Item","Bed, Bath & Table",1,97.38,97.38,SP,credit_card,Marketplace Direct,Completed
OLIST-107195,CUST-BR-5072,2018-02-27,PRD-MOVE-913,Furniture & Decor Item,Furniture & Decor,1,104.03,104.03,PR,credit_card,Marketplace Direct,Completed
OLIST-107196,CUST-BR-2889,2018-08-17,PRD-INFO-624,Computers & Tech Item,Computers & Tech,1,172.1,172.1,SP,debit_card,Marketplace Direct,Completed
OLIST-107197,CUST-BR-3663,2018-01-02,PRD-RELO-104,Watches & Gifts Item,Watches & Gifts,1,274.19,274.19,SP,voucher,Marketplace Direct,Completed
OLIST-107198,CUST-BR-5831,2017-08-06,PRD-ESPO-201,Sports & Leisure Item,Sports & Leisure,1,101.43,101.43,PR,debit_card,Marketplace Direct,Completed
OLIST-107199,CUST-BR-1105,2018-07-01,PRD-MOVE-789,Furniture & Decor Item,Furniture & Decor,1,82.77,82.77,SP,credit_card,Marketplace Direct,Completed
OLIST-107200,CUST-BR-1706,2017-11-09,PRD-RELO-549,Watches & Gifts Item,Watches & Gifts,1,121.76,121.76,MG,credit_card,Marketplace Direct,Completed
OLIST-107201,CUST-BR-7807,2016-10-26,PRD-BELE-154,Health & Beauty Item,Health & Beauty,1,170.53,170.53,PE,credit_card,Marketplace Direct,Completed
OLIST-107202,CUST-BR-8279,2017-05-13,PRD-BELE-600,Health & Beauty Item,Health & Beauty,1,102.39,102.39,BA,credit_card,Marketplace Direct,Completed
OLIST-107203,CUST-BR-1631,2018-07-19,PRD-RELO-677,Watches & Gifts Item,Watches & Gifts,1,142.04,142.04,SP,credit_card,Marketplace Direct,Completed
OLIST-107204,CUST-BR-2088,2017-12-20,PRD-RELO-128,Watches & Gifts Item,Watches & Gifts,1,146.88,146.88,RJ,credit_card,Marketplace Direct,Completed
OLIST-107205,CUST-BR-8311,2017-10-30,PRD-RELO-148,Watches & Gifts Item,Watches & Gifts,1,201.83,201.83,PE,credit_card,Marketplace Direct,Completed
OLIST-107206,CUST-BR-2703,2018-02-22,PRD-ESPO-406,Sports & Leisure Item,Sports & Leisure,1,150.47,150.47,SP,credit_card,Marketplace Direct,Completed
OLIST-107207,CUST-BR-7967,2017-10-15,PRD-ESPO-293,Sports & Leisure Item,Sports & Leisure,1,157.1,157.1,SP,voucher,Marketplace Direct,Completed
OLIST-107208,CUST-BR-5320,2018-01-14,PRD-CAMA-605,"Bed, Bath & Table Item","Bed, Bath & Table",1,84.21,84.21,RJ,credit_card,Marketplace Direct,Completed
OLIST-107209,CUST-BR-7006,2017-07-12,PRD-INFO-661,Computers & Tech Item,Computers & Tech,1,148.69,148.69,MG,voucher,Marketplace Direct,Completed
OLIST-107210,CUST-BR-7127,2017-09-21,PRD-CAMA-206,"Bed, Bath & Table Item","Bed, Bath & Table",1,142.03,142.03,SP,boleto,Marketplace Direct,Completed
OLIST-107211,CUST-BR-1045,2017-12-22,PRD-ESPO-672,Sports & Leisure Item,Sports & Leisure,1,138.29,138.29,SP,credit_card,Marketplace Direct,Completed
OLIST-107212,CUST-BR-3845,2017-12-17,PRD-RELO-748,Watches & Gifts Item,Watches & Gifts,1,167.68,167.68,SP,boleto,Marketplace Direct,Completed
OLIST-107213,CUST-BR-7804,2017-12-29,PRD-MOVE-716,Furniture & Decor Item,Furniture & Decor,1,70.15,70.15,SP,boleto,Marketplace Direct,Completed
OLIST-107214,CUST-BR-5873,2017-07-02,PRD-MOVE-725,Furniture & Decor Item,Furniture & Decor,1,89.85,89.85,RJ,credit_card,Marketplace Direct,Completed
OLIST-107215,CUST-BR-3742,2018-01-03,PRD-MOVE-564,Furniture & Decor Item,Furniture & Decor,1,107.93,107.93,RJ,credit_card,Marketplace Direct,Completed
OLIST-107216,CUST-BR-2545,2017-03-30,PRD-CAMA-353,"Bed, Bath & Table Item","Bed, Bath & Table",1,77.76,77.76,SP,boleto,Marketplace Direct,Completed
OLIST-107217,CUST-BR-2433,2017-06-12,PRD-CAMA-364,"Bed, Bath & Table Item","Bed, Bath & Table",1,140.52,140.52,PR,credit_card,Marketplace Direct,Completed
OLIST-107218,CUST-BR-1016,2018-02-19,PRD-ESPO-504,Sports & Leisure Item,Sports & Leisure,1,129.66,129.66,GO,credit_card,Marketplace Direct,Completed
OLIST-107219,CUST-BR-5566,2018-02-20,PRD-ESPO-180,Sports & Leisure Item,Sports & Leisure,1,116.43,116.43,SP,boleto,Marketplace Direct,Completed
OLIST-107220,CUST-BR-1707,2017-10-17,PRD-MOVE-178,Furniture & Decor Item,Furniture & Decor,1,41.2,41.2,RJ,credit_card,Marketplace Direct,Completed
OLIST-107221,CUST-BR-6247,2017-12-13,PRD-BELE-977,Health & Beauty Item,Health & Beauty,1,105.7,105.7,RS,credit_card,Marketplace Direct,Completed
OLIST-107222,CUST-BR-7625,2017-12-03,PRD-INFO-824,Computers & Tech Item,Computers & Tech,1,172.02,172.02,SP,credit_card,Marketplace Direct,Completed
OLIST-107223,CUST-BR-7102,2017-10-24,PRD-INFO-530,Computers & Tech Item,Computers & Tech,1,160.93,160.93,SP,credit_card,Marketplace Direct,Completed
OLIST-107224,CUST-BR-3661,2018-07-17,PRD-RELO-491,Watches & Gifts Item,Watches & Gifts,1,98.43,98.43,RJ,credit_card,Marketplace Direct,Completed
OLIST-107225,CUST-BR-6723,2016-09-04,PRD-INFO-803,Computers & Tech Item,Computers & Tech,1,199.52,199.52,BA,credit_card,Marketplace Direct,Completed
OLIST-107226,CUST-BR-3068,2017-09-28,PRD-BELE-789,Health & Beauty Item,Health & Beauty,1,211.24,211.24,SP,credit_card,Marketplace Direct,Completed
OLIST-107227,CUST-BR-8238,2017-11-30,PRD-ESPO-109,Sports & Leisure Item,Sports & Leisure,1,98.42,98.42,SP,credit_card,Marketplace Direct,Completed
OLIST-107228,CUST-BR-6738,2017-07-22,PRD-ESPO-413,Sports & Leisure Item,Sports & Leisure,1,102.12,102.12,SP,boleto,Marketplace Direct,Completed
OLIST-107229,CUST-BR-7831,2018-02-19,PRD-MOVE-875,Furniture & Decor Item,Furniture & Decor,1,53.19,53.19,RS,boleto,Marketplace Direct,Completed
OLIST-107230,CUST-BR-1990,2018-03-22,PRD-RELO-391,Watches & Gifts Item,Watches & Gifts,1,196.61,196.61,SP,credit_card,Marketplace Direct,Completed
OLIST-107231,CUST-BR-3789,2017-08-24,PRD-BELE-296,Health & Beauty Item,Health & Beauty,1,154.07,154.07,MG,credit_card,Marketplace Direct,Completed
OLIST-107232,CUST-BR-5547,2017-01-17,PRD-BELE-253,Health & Beauty Item,Health & Beauty,1,94.13,94.13,BA,credit_card,Marketplace Direct,Completed
OLIST-107233,CUST-BR-2305,2018-08-25,PRD-MOVE-957,Furniture & Decor Item,Furniture & Decor,1,82.9,82.9,PE,boleto,Marketplace Direct,Completed
OLIST-107234,CUST-BR-2930,2017-05-26,PRD-MOVE-179,Furniture & Decor Item,Furniture & Decor,1,114.08,114.08,RS,boleto,Marketplace Direct,Completed
OLIST-107235,CUST-BR-6445,2017-05-16,PRD-MOVE-966,Furniture & Decor Item,Furniture & Decor,1,83.06,83.06,MG,credit_card,Marketplace Direct,Completed
OLIST-107236,CUST-BR-6608,2018-03-22,PRD-ESPO-781,Sports & Leisure Item,Sports & Leisure,1,160.99,160.99,SP,credit_card,Marketplace Direct,Completed
OLIST-107237,CUST-BR-1619,2018-02-02,PRD-MOVE-681,Furniture & Decor Item,Furniture & Decor,1,81.16,81.16,PR,credit_card,Marketplace Direct,Completed
OLIST-107238,CUST-BR-1571,2018-01-20,PRD-INFO-939,Computers & Tech Item,Computers & Tech,1,148.16,148.16,SP,boleto,Marketplace Direct,Completed
OLIST-107239,CUST-BR-5618,2016-12-01,PRD-BELE-666,Health & Beauty Item,Health & Beauty,1,70.98,70.98,RJ,boleto,Marketplace Direct,Completed
OLIST-107240,CUST-BR-2981,2018-01-09,PRD-ESPO-145,Sports & Leisure Item,Sports & Leisure,1,165.97,165.97,SP,boleto,Marketplace Direct,Completed
OLIST-107241,CUST-BR-2382,2018-02-05,PRD-RELO-695,Watches & Gifts Item,Watches & Gifts,1,113.57,113.57,RJ,credit_card,Marketplace Direct,Completed
OLIST-107242,CUST-BR-5735,2018-05-23,PRD-INFO-706,Computers & Tech Item,Computers & Tech,1,202.44,202.44,DF,credit_card,Marketplace Direct,Completed
OLIST-107243,CUST-BR-6080,2017-06-30,PRD-BELE-195,Health & Beauty Item,Health & Beauty,1,141.79,141.79,PE,credit_card,Marketplace Direct,Completed
OLIST-107244,CUST-BR-3279,2018-04-27,PRD-INFO-552,Computers & Tech Item,Computers & Tech,1,147.27,147.27,SP,credit_card,Marketplace Direct,Completed
OLIST-107245,CUST-BR-4154,2016-12-18,PRD-MOVE-583,Furniture & Decor Item,Furniture & Decor,1,86.1,86.1,SP,voucher,Marketplace Direct,Completed
OLIST-107246,CUST-BR-7615,2018-05-01,PRD-RELO-290,Watches & Gifts Item,Watches & Gifts,1,147.8,147.8,RS,credit_card,Marketplace Direct,Completed
OLIST-107247,CUST-BR-2598,2018-07-25,PRD-ESPO-695,Sports & Leisure Item,Sports & Leisure,1,130.33,130.33,SP,credit_card,Marketplace Direct,Completed
OLIST-107248,CUST-BR-6497,2017-11-17,PRD-CAMA-630,"Bed, Bath & Table Item","Bed, Bath & Table",1,81.93,81.93,PE,voucher,Marketplace Direct,Completed
OLIST-107249,CUST-BR-6562,2018-08-19,PRD-CAMA-302,"Bed, Bath & Table Item","Bed, Bath & Table",1,75.39,75.39,PE,credit_card,Marketplace Direct,Completed
OLIST-107250,CUST-BR-6893,2017-07-18,PRD-CAMA-874,"Bed, Bath & Table Item","Bed, Bath & Table",1,102.67,102.67,PE,voucher,Marketplace Direct,Completed
OLIST-107251,CUST-BR-1663,2016-11-08,PRD-CAMA-681,"Bed, Bath & Table Item","Bed, Bath & Table",1,102.49,102.49,PR,credit_card,Marketplace Direct,Completed
OLIST-107252,CUST-BR-6480,2017-06-08,PRD-CAMA-151,"Bed, Bath & Table Item","Bed, Bath & Table",1,111.14,111.14,RJ,credit_card,Marketplace Direct,Completed
OLIST-107253,CUST-BR-2218,2016-09-20,PRD-MOVE-718,Furniture & Decor Item,Furniture & Decor,1,144.5,144.5,RJ,boleto,Marketplace Direct,Completed
OLIST-107254,CUST-BR-2736,2017-10-21,PRD-MOVE-257,Furniture & Decor Item,Furniture & Decor,1,52.66,52.66,MG,boleto,Marketplace Direct,Completed
OLIST-107255,CUST-BR-4168,2017-05-27,PRD-RELO-507,Watches & Gifts Item,Watches & Gifts,1,194.72,194.72,PE,credit_card,Marketplace Direct,Completed
OLIST-107256,CUST-BR-7206,2018-01-31,PRD-MOVE-946,Furniture & Decor Item,Furniture & Decor,1,80.29,80.29,GO,credit_card,Marketplace Direct,Completed
OLIST-107257,CUST-BR-3470,2018-08-13,PRD-ESPO-531,Sports & Leisure Item,Sports & Leisure,1,153.75,153.75,SP,credit_card,Marketplace Direct,Completed
OLIST-107258,CUST-BR-4453,2018-07-02,PRD-CAMA-675,"Bed, Bath & Table Item","Bed, Bath & Table",1,76.22,76.22,RS,credit_card,Marketplace Direct,Completed
OLIST-107259,CUST-BR-4664,2018-08-01,PRD-BELE-924,Health & Beauty Item,Health & Beauty,1,139.71,139.71,RS,credit_card,Marketplace Direct,Completed
OLIST-107260,CUST-BR-7921,2018-02-14,PRD-BELE-113,Health & Beauty Item,Health & Beauty,1,132.6,132.6,SP,credit_card,Marketplace Direct,Completed
OLIST-107261,CUST-BR-5577,2018-04-09,PRD-CAMA-678,"Bed, Bath & Table Item","Bed, Bath & Table",1,96.49,96.49,RS,credit_card,Marketplace Direct,Completed
OLIST-107262,CUST-BR-1759,2018-06-11,PRD-BELE-900,Health & Beauty Item,Health & Beauty,1,198.76,198.76,SP,credit_card,Marketplace Direct,Completed
OLIST-107263,CUST-BR-5734,2018-06-25,PRD-RELO-831,Watches & Gifts Item,Watches & Gifts,1,235.46,235.46,RS,credit_card,Marketplace Direct,Completed
OLIST-107264,CUST-BR-3161,2017-11-24,PRD-RELO-757,Watches & Gifts Item,Watches & Gifts,1,206.04,206.04,SP,credit_card,Marketplace Direct,Completed
OLIST-107265,CUST-BR-8172,2017-03-09,PRD-RELO-990,Watches & Gifts Item,Watches & Gifts,1,197.24,197.24,SP,credit_card,Marketplace Direct,Completed
OLIST-107266,CUST-BR-7927,2017-10-01,PRD-INFO-577,Computers & Tech Item,Computers & Tech,1,168.48,168.48,RJ,credit_card,Marketplace Direct,Completed
OLIST-107267,CUST-BR-1706,2018-08-16,PRD-RELO-496,Watches & Gifts Item,Watches & Gifts,1,213.61,213.61,SP,debit_card,Marketplace Direct,Completed
OLIST-107268,CUST-BR-3181,2017-04-06,PRD-ESPO-832,Sports & Leisure Item,Sports & Leisure,1,112.62,112.62,SC,boleto,Marketplace Direct,Completed
OLIST-107269,CUST-BR-5448,2017-01-26,PRD-BELE-608,Health & Beauty Item,Health & Beauty,1,111.25,111.25,PE,credit_card,Marketplace Direct,Completed
OLIST-107270,CUST-BR-1717,2017-09-11,PRD-RELO-776,Watches & Gifts Item,Watches & Gifts,1,338.45,338.45,PE,credit_card,Marketplace Direct,Completed
OLIST-107271,CUST-BR-4626,2018-01-05,PRD-CAMA-144,"Bed, Bath & Table Item","Bed, Bath & Table",1,52.59,52.59,SP,credit_card,Marketplace Direct,Completed
OLIST-107272,CUST-BR-1837,2017-05-26,PRD-MOVE-721,Furniture & Decor Item,Furniture & Decor,1,99.72,99.72,GO,debit_card,Marketplace Direct,Completed
OLIST-107273,CUST-BR-5990,2018-08-07,PRD-INFO-574,Computers & Tech Item,Computers & Tech,1,152.54,152.54,RJ,credit_card,Marketplace Direct,Completed
OLIST-107274,CUST-BR-5342,2017-11-14,PRD-CAMA-322,"Bed, Bath & Table Item","Bed, Bath & Table",1,75.93,75.93,BA,boleto,Marketplace Direct,Completed
OLIST-107275,CUST-BR-6104,2016-09-22,PRD-CAMA-415,"Bed, Bath & Table Item","Bed, Bath & Table",1,103.92,103.92,PE,credit_card,Marketplace Direct,Completed
OLIST-107276,CUST-BR-7370,2017-08-06,PRD-BELE-475,Health & Beauty Item,Health & Beauty,1,80.64,80.64,SP,credit_card,Marketplace Direct,Completed
OLIST-107277,CUST-BR-2397,2017-09-26,PRD-RELO-496,Watches & Gifts Item,Watches & Gifts,1,146.21,146.21,SP,credit_card,Marketplace Direct,Completed
OLIST-107278,CUST-BR-3449,2017-05-01,PRD-INFO-488,Computers & Tech Item,Computers & Tech,1,174.89,174.89,PR,credit_card,Marketplace Direct,Completed
OLIST-107279,CUST-BR-1015,2016-09-23,PRD-INFO-283,Computers & Tech Item,Computers & Tech,1,168.56,168.56,RJ,boleto,Marketplace Direct,Completed
OLIST-107280,CUST-BR-1350,2018-01-01,PRD-CAMA-128,"Bed, Bath & Table Item","Bed, Bath & Table",1,99.79,99.79,SP,credit_card,Marketplace Direct,Completed
OLIST-107281,CUST-BR-8424,2018-03-27,PRD-MOVE-101,Furniture & Decor Item,Furniture & Decor,1,107.62,107.62,DF,credit_card,Marketplace Direct,Completed
OLIST-107282,CUST-BR-2480,2017-07-28,PRD-RELO-620,Watches & Gifts Item,Watches & Gifts,1,143.69,143.69,RJ,credit_card,Marketplace Direct,Completed
OLIST-107283,CUST-BR-1940,2018-01-18,PRD-ESPO-792,Sports & Leisure Item,Sports & Leisure,1,138.96,138.96,SP,credit_card,Marketplace Direct,Completed
OLIST-107284,CUST-BR-7363,2017-07-09,PRD-CAMA-270,"Bed, Bath & Table Item","Bed, Bath & Table",1,85.12,85.12,MG,credit_card,Marketplace Direct,Completed
OLIST-107285,CUST-BR-7914,2017-11-07,PRD-BELE-505,Health & Beauty Item,Health & Beauty,1,137.36,137.36,SP,voucher,Marketplace Direct,Completed
OLIST-107286,CUST-BR-1223,2017-02-19,PRD-RELO-630,Watches & Gifts Item,Watches & Gifts,1,297.79,297.79,PE,credit_card,Marketplace Direct,Completed
OLIST-107287,CUST-BR-7543,2018-07-31,PRD-CAMA-149,"Bed, Bath & Table Item","Bed, Bath & Table",1,86.93,86.93,PE,credit_card,Marketplace Direct,Completed
OLIST-107288,CUST-BR-6241,2017-03-30,PRD-INFO-372,Computers & Tech Item,Computers & Tech,1,179.08,179.08,PE,credit_card,Marketplace Direct,Completed
OLIST-107289,CUST-BR-7185,2018-03-21,PRD-ESPO-317,Sports & Leisure Item,Sports & Leisure,1,92.24,92.24,SP,credit_card,Marketplace Direct,Completed
OLIST-107290,CUST-BR-2426,2017-10-12,PRD-RELO-224,Watches & Gifts Item,Watches & Gifts,1,121.82,121.82,RS,credit_card,Marketplace Direct,Completed
OLIST-107291,CUST-BR-8340,2017-12-02,PRD-ESPO-971,Sports & Leisure Item,Sports & Leisure,1,104.53,104.53,SP,credit_card,Marketplace Direct,Completed
OLIST-107292,CUST-BR-3703,2018-05-26,PRD-INFO-621,Computers & Tech Item,Computers & Tech,1,160.11,160.11,GO,voucher,Marketplace Direct,Completed
OLIST-107293,CUST-BR-7173,2017-07-14,PRD-ESPO-984,Sports & Leisure Item,Sports & Leisure,1,96.68,96.68,SP,credit_card,Marketplace Direct,Completed
OLIST-107294,CUST-BR-6354,2017-05-04,PRD-INFO-438,Computers & Tech Item,Computers & Tech,1,187.63,187.63,BA,credit_card,Marketplace Direct,Completed
OLIST-107295,CUST-BR-1583,2018-06-26,PRD-INFO-797,Computers & Tech Item,Computers & Tech,1,192.5,192.5,SP,voucher,Marketplace Direct,Completed
OLIST-107296,CUST-BR-5131,2018-08-24,PRD-MOVE-180,Furniture & Decor Item,Furniture & Decor,1,94.88,94.88,RS,boleto,Marketplace Direct,Completed
OLIST-107297,CUST-BR-5211,2018-02-04,PRD-MOVE-708,Furniture & Decor Item,Furniture & Decor,1,100.61,100.61,SP,credit_card,Marketplace Direct,Completed
OLIST-107298,CUST-BR-5262,2017-01-09,PRD-RELO-276,Watches & Gifts Item,Watches & Gifts,1,109.73,109.73,MG,credit_card,Marketplace Direct,Completed
OLIST-107299,CUST-BR-2378,2016-10-20,PRD-INFO-870,Computers & Tech Item,Computers & Tech,1,200.68,200.68,RS,credit_card,Marketplace Direct,Completed
OLIST-107300,CUST-BR-7570,2017-05-14,PRD-ESPO-221,Sports & Leisure Item,Sports & Leisure,1,107.91,107.91,PE,boleto,Marketplace Direct,Completed
OLIST-107301,CUST-BR-2364,2016-09-07,PRD-MOVE-549,Furniture & Decor Item,Furniture & Decor,1,93.33,93.33,SP,boleto,Marketplace Direct,Completed
OLIST-107302,CUST-BR-1416,2016-11-18,PRD-BELE-159,Health & Beauty Item,Health & Beauty,1,100.31,100.31,SP,boleto,Marketplace Direct,Completed
OLIST-107303,CUST-BR-5479,2016-10-06,PRD-CAMA-378,"Bed, Bath & Table Item","Bed, Bath & Table",1,62.12,62.12,BA,credit_card,Marketplace Direct,Completed
OLIST-107304,CUST-BR-6308,2017-11-22,PRD-MOVE-422,Furniture & Decor Item,Furniture & Decor,1,73.82,73.82,SP,credit_card,Marketplace Direct,Completed
OLIST-107305,CUST-BR-6988,2017-07-04,PRD-CAMA-704,"Bed, Bath & Table Item","Bed, Bath & Table",1,121.05,121.05,MG,credit_card,Marketplace Direct,Completed
OLIST-107306,CUST-BR-1450,2018-07-01,PRD-RELO-793,Watches & Gifts Item,Watches & Gifts,1,211.84,211.84,RJ,credit_card,Marketplace Direct,Completed
OLIST-107307,CUST-BR-5592,2018-04-15,PRD-BELE-986,Health & Beauty Item,Health & Beauty,1,92.82,92.82,PE,credit_card,Marketplace Direct,Completed
OLIST-107308,CUST-BR-6595,2017-11-28,PRD-MOVE-577,Furniture & Decor Item,Furniture & Decor,1,51.72,51.72,MG,boleto,Marketplace Direct,Completed
OLIST-107309,CUST-BR-8106,2016-11-06,PRD-RELO-289,Watches & Gifts Item,Watches & Gifts,1,129.03,129.03,RS,credit_card,Marketplace Direct,Completed
OLIST-107310,CUST-BR-4616,2016-10-17,PRD-INFO-664,Computers & Tech Item,Computers & Tech,1,176.67,176.67,SP,credit_card,Marketplace Direct,Completed
OLIST-107311,CUST-BR-7892,2016-10-19,PRD-BELE-118,Health & Beauty Item,Health & Beauty,1,100.05,100.05,MG,credit_card,Marketplace Direct,Completed
OLIST-107312,CUST-BR-5505,2017-01-15,PRD-MOVE-925,Furniture & Decor Item,Furniture & Decor,1,51.88,51.88,PE,credit_card,Marketplace Direct,Completed
OLIST-107313,CUST-BR-2419,2018-08-09,PRD-ESPO-917,Sports & Leisure Item,Sports & Leisure,1,84.6,84.6,SP,credit_card,Marketplace Direct,Completed
OLIST-107314,CUST-BR-5859,2016-10-04,PRD-RELO-236,Watches & Gifts Item,Watches & Gifts,1,258.82,258.82,MG,credit_card,Marketplace Direct,Completed
OLIST-107315,CUST-BR-3781,2016-11-17,PRD-BELE-910,Health & Beauty Item,Health & Beauty,1,113.8,113.8,RS,boleto,Marketplace Direct,Completed
OLIST-107316,CUST-BR-2251,2016-12-18,PRD-INFO-796,Computers & Tech Item,Computers & Tech,1,183.64,183.64,SP,credit_card,Marketplace Direct,Completed
OLIST-107317,CUST-BR-5998,2016-09-30,PRD-RELO-706,Watches & Gifts Item,Watches & Gifts,1,192.79,192.79,SP,credit_card,Marketplace Direct,Completed
OLIST-107318,CUST-BR-1375,2018-04-10,PRD-ESPO-807,Sports & Leisure Item,Sports & Leisure,1,115.56,115.56,MG,credit_card,Marketplace Direct,Completed
OLIST-107319,CUST-BR-2232,2017-03-09,PRD-BELE-408,Health & Beauty Item,Health & Beauty,1,128.18,128.18,RS,credit_card,Marketplace Direct,Completed
OLIST-107320,CUST-BR-4193,2017-07-01,PRD-BELE-290,Health & Beauty Item,Health & Beauty,1,94.74,94.74,MG,boleto,Marketplace Direct,Completed
OLIST-107321,CUST-BR-3413,2017-01-16,PRD-ESPO-560,Sports & Leisure Item,Sports & Leisure,1,198.18,198.18,DF,credit_card,Marketplace Direct,Completed
OLIST-107322,CUST-BR-2146,2018-01-15,PRD-RELO-398,Watches & Gifts Item,Watches & Gifts,1,159.89,159.89,SP,boleto,Marketplace Direct,Completed
OLIST-107323,CUST-BR-5298,2018-08-01,PRD-BELE-364,Health & Beauty Item,Health & Beauty,1,148.99,148.99,SP,credit_card,Marketplace Direct,Completed
OLIST-107324,CUST-BR-2074,2018-06-09,PRD-INFO-918,Computers & Tech Item,Computers & Tech,1,150.65,150.65,GO,credit_card,Marketplace Direct,Completed
OLIST-107325,CUST-BR-8029,2017-01-17,PRD-CAMA-798,"Bed, Bath & Table Item","Bed, Bath & Table",1,60.1,60.1,GO,credit_card,Marketplace Direct,Completed
OLIST-107326,CUST-BR-3268,2018-06-13,PRD-BELE-119,Health & Beauty Item,Health & Beauty,1,144.25,144.25,RJ,credit_card,Marketplace Direct,Completed
OLIST-107327,CUST-BR-4730,2017-06-03,PRD-ESPO-665,Sports & Leisure Item,Sports & Leisure,1,86.89,86.89,MG,voucher,Marketplace Direct,Completed
OLIST-107328,CUST-BR-3072,2018-03-29,PRD-RELO-559,Watches & Gifts Item,Watches & Gifts,1,183.6,183.6,RJ,credit_card,Marketplace Direct,Completed
OLIST-107329,CUST-BR-4570,2017-10-06,PRD-BELE-441,Health & Beauty Item,Health & Beauty,1,127.64,127.64,SP,credit_card,Marketplace Direct,Completed
OLIST-107330,CUST-BR-7552,2016-11-08,PRD-BELE-902,Health & Beauty Item,Health & Beauty,1,97.14,97.14,RJ,credit_card,Marketplace Direct,Completed
OLIST-107331,CUST-BR-7272,2018-03-27,PRD-INFO-361,Computers & Tech Item,Computers & Tech,1,191.2,191.2,RJ,credit_card,Marketplace Direct,Completed
OLIST-107332,CUST-BR-6047,2016-09-07,PRD-CAMA-991,"Bed, Bath & Table Item","Bed, Bath & Table",1,109.07,109.07,SP,credit_card,Marketplace Direct,Completed
OLIST-107333,CUST-BR-7595,2017-06-23,PRD-ESPO-510,Sports & Leisure Item,Sports & Leisure,1,134.63,134.63,SP,credit_card,Marketplace Direct,Completed
OLIST-107334,CUST-BR-3132,2017-04-17,PRD-RELO-603,Watches & Gifts Item,Watches & Gifts,1,281.25,281.25,RJ,credit_card,Marketplace Direct,Completed
OLIST-107335,CUST-BR-4174,2016-10-19,PRD-ESPO-828,Sports & Leisure Item,Sports & Leisure,1,85.54,85.54,RJ,credit_card,Marketplace Direct,Completed
OLIST-107336,CUST-BR-7913,2018-03-20,PRD-CAMA-743,"Bed, Bath & Table Item","Bed, Bath & Table",1,110.34,110.34,RS,credit_card,Marketplace Direct,Completed
OLIST-107337,CUST-BR-8416,2016-11-03,PRD-MOVE-807,Furniture & Decor Item,Furniture & Decor,1,116.57,116.57,RJ,credit_card,Marketplace Direct,Completed
OLIST-107338,CUST-BR-5465,2018-04-23,PRD-INFO-144,Computers & Tech Item,Computers & Tech,1,151.74,151.74,PE,credit_card,Marketplace Direct,Completed
OLIST-107339,CUST-BR-3053,2017-05-09,PRD-CAMA-790,"Bed, Bath & Table Item","Bed, Bath & Table",1,77.25,77.25,SP,credit_card,Marketplace Direct,Completed
OLIST-107340,CUST-BR-1124,2018-07-02,PRD-MOVE-115,Furniture & Decor Item,Furniture & Decor,1,54.51,54.51,MG,credit_card,Marketplace Direct,Completed
OLIST-107341,CUST-BR-3413,2016-10-27,PRD-BELE-274,Health & Beauty Item,Health & Beauty,1,85.63,85.63,RJ,credit_card,Marketplace Direct,Completed
OLIST-107342,CUST-BR-5751,2017-11-02,PRD-MOVE-515,Furniture & Decor Item,Furniture & Decor,1,85.33,85.33,SP,credit_card,Marketplace Direct,Completed
